,name,price_current,price_original,reviews_number,seller,score,brand,Series,Color,height_cm,width_cm,screen_size_in,resolution_x,resolution_y,proc_brand,Tipo de procesador,proc_speed_ghz,ram,Tecnología de la memoria,ram_type,ram_max,memory,Descripción del disco duro,memory_interface,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,gpu_ram,gpu_interface,Tipo de conexión inalámbrica,usb_2,usb_3,Tipo de unidad óptica,os,battery_wh,battery_cells,weight_kg,Número de modelo del producto,since
381,"MSI Computer GT80S Titan SLI-072 Laptop 18.4"", i7-6920HQ 2.9 GHz, 32GB RAM, 512GB Solid State Drive (SSD), 1TB HDD, Windows 10, Aluminum Black",,,3,MSI Computer,5.0,MSI Computer,GT Series,Aluminio negro,0.49,33.1,18.0,,,Intel,Intel Core i7,2.9,32,SO-DIMM,DDR4,64.0,512,,,NVIDIA GeForce GTX980,dedicated,,8000,,802.11ac,,,BD Burner,Windows 10,75,,11.2,GT80S Titan SLI-072,2016-03-31
382,"2019 Dell Inspiron 15 3000 15.6"" HD Flagship Business Laptop, Intel Quad-Core i7-8565U Upto 4.6GHz, 8GB RAM, 1TB HDD, WiFi, HDMI, Bluetooth, Card Reader, Ethernet, Windows 10",,,1,Dell,5.0,Dell,Inspiron 15 3000,Negro,0.2,25.8,16.0,1366,768,Intel,Intel Core i7,1.8,8,DDR4,DDR4,,1,,Serial ATA,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10,42,3.0,2.9,DELL,2019-09-29
383,"HP Omen 2019 17 Pulgadas Gaming Laptop Intel i7-9750H, NVIDIA GeForce GTX 1660 Ti (6 GB), 8 GB de RAM, 512 GB de Unidad de Estado sólido, VR Ready, Windows 10 Home (17-cb0060nr, Shadow Black)",,,3,HP,3.0,HP,17-cb0060nr,,0.28,27.9,17.0,1920,1080,Intel,,,8,SDRAM,DDR4,8.0,,,Serial ATA,NVIDIA GeForce GTX 1660 Ti,Dedicated,GDDR6,,Integrado,"802.11ax, Bluetooth",,,No Optical Drive,Windows 10 Home,70,4.0,4.5,7FT31UA#ABA,2019-07-24
384,"Asus ZenBook 14 Ultra-Slim Laptop 14"" Full HD 4-Way NanoEdge Bezel, 8th Gen Intel Core i7-8565U Procesador, 16GB LPDDR3, 512GB PCIe SSD, MX150, Numberpad, Windows 10 - UX433FN-IH74, Royal Blue",,,44,Asus,3.9,Asus,ASUS ZenBook 14,,0.15,19.8,14.0,,,Intel,Intel Core i7,4.6,16,LPDDR3,DDR3,16.0,512,,Solid State,,,GDDR5,,PCI-E,802.11b/n/ac,1,,None,Windows 10 Home,50,3.0,3.2,UX433FN-IH74,2019-04-17
385,"Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)",,,145,Dell,3.4,Dell,Inspiron 15 3000,Black,0.23,38.1,16.0,,,Intel,Celeron N3050,1.6,4,DDR3L,,8.0,500,SATA,,HD Integrated Graphics,integrated,,,,802.11bgn,,1,Tray load DVD Drive (Reads and Writes to DVD/CD),Windows 10,40,4.0,3.1,i3552-4042BLK,2015-01-11
386,"2018 Newest HP Pavilion 15.6-inch FHD 1080P Premium Laptop PC, Intel Core i7 Processor, 12GB Memory, 1TB Hard Drive, Backlit Keyboard, Webcam, Bluetooth, USB 3.1, Windows 10",,,35,HP,3.6,HP,HP Pavilion,Gris/Plateado,0.2,25.2,16.0,1920,1080,Intel,Intel Core i7,2.7,12,,DDR3,,1,,Serial ATA,Intel HD Graphics 620,intel_hd_graphics_620,DDR4 SDRAM,,,802.11ac,,,,Windows 10,5,2.0,2.6,T8TJG,2018-01-13
387,"2018 Dell Inspiron i5565 15.6"" Full HD Touchscreen Laptop Computer, AMD Quad-Core A12-9700P up to 3.4GHz, 12GB DDR4, 1TB HDD, DVDRW, HDMI, USB 3.0, Bluetooth 4.1, 802.11ac Wireless LAN, Windows 10",,,21,Dell,3.8,Dell,Dell Inspiron 15 5000 Series i5565-A000GRY-PUS,,0.23,25.9,16.0,,,AMD,AMD A Series,2.5,8,DDR4,DDR3,,1,,Serial ATA,AMD Radeon R7 M445,amd_radeon_r7_m445,,,,802.11ac,,,,Windows 10,48,6.0,3.5,T8TJG,2018-02-13
388,"ASUS ROG Strix Hero II Gaming Laptop, 15.6” 144Hz IPS Type, NVIDIA GeForce GTX 1060 6GB GDDR5, Intel Core i7-8750H Processor, 16GB DDR4, 256GB PCIe SSD + 1TB HDD, RGB, Windows 10 Home - GL504GM-DS74",49750.0,,72,Asus,4.1,Asus,ASUS,,0.26,26.2,16.0,,,AMD,Athlon Dual Core,2.2,16,DDR3,DDR4,4.0,500,,,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,,PCI-E,802.11a/b/g/n/ac,,2,None,DOS,66,4.0,4.2,GL504,2018-10-04
389,"Lenovo Flex 14 Convertible Laptop, 14 Inch FHD (1920 X 1080) IPS Touch Display, Intel Core i5-8265U Processor, 8GB DDR4 RAM, 128GB NVMe SSD, Intel UHD Graphics 615, Windows 10, 81SQ0009US, Onyx Black",,,134,Lenovo,4.4,Lenovo,Flex 14,Onyx Black,0.18,22.9,14.0,,,Intel,Intel Core i5,1.6,128,DDR4,SODIMM,16.0,,,PCIE x 4,,,Shared,,Integrado,801.11ac,,,None,Windows 10,45,4.0,2.6,81SQ0009US,2019-06-22
390,DEll Vostro 3468 Laptop Intel(R) Core(TM) i3-7020U Processor 8GB (1x8GB) DDR4 at 2400MH 1TB 7200 RPM SATA Hard Drive,,,,Dell,,Dell,Vostro 3468,,,,14.0,,,Intel,Intel Core i3,2.3,8,,DDR,,1,,ATA,Intel(R) HD Graphics,,,,,,,,,Windows 10,60,3.0,3.6,Vostro 3468,2019-04-01
391,"HP ZBook 14u G4 Negro Estación de trabajo móvil 35.6 cm (14"") 1920 x 1080 Pixeles Intel® Core™ i7 de la séptima generación i7-7500U 8 GB DDR4-SDRAM 1000 GB Unidad de disco duro - Ordenador portátil (Intel® Core™ i7 de la séptima generación, 2.70 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 8 GB, 1000 GB)",,,5,HP,4.1,HP,14u G4,Negro,0.23,23.6,14.0,1920,1080,Intel,8032,2.7,8,DDR4-SDRAM,GDDR5,32.0,1000,Mechanical Hard Drive,Serial ATA,FirePro W4190M,AMD FirePro W4190M,GDDR5,,PCI-E,"802.11b, 802.11g, 802.11n",,,No,Windows 10 Pro,51,3.0,2.5,2LF94UT#ABA,2017-07-22
392,"Lenovo IdeaPad 15.6 Inch HD Laptop PC, AMD A12-9720P Quad-Core, 12GB RAM, 1TB HDD, DVD RW, Bluetooth 4.1, 802.11ac, Windows 10, Platinum Gray",16450.0,,183,Lenovo,3.4,Lenovo,Lenovo 15.6,,0.23,25.9,16.0,,,AMD,AMD A Series,2.7,8,DDR4,DDR,,1,,Serial ATA,AMD Radeon R7,amd_radeon_r7,,,,802.11ac,,,,Windows 10,9,2.0,2.8,Lenovo 15.6,2017-09-27
393,"Razer Blade Stealth 13.3"" QHD+ Touchscreen Ultrabook (8th Generation Intel Quad Core i7-8550U, 16GB RAM, 256GB SSD, Windows 10) - Gunmetal Grey",,,129,Razer,3.4,Razer,,Gunmetal,0.14,32.1,13.0,,,Intel,Intel Core i7,1.8,16,,,16.0,256,,,,,,,,,,,None,Windows 10 Home,53,,5.0,RZ09-02394E31-R3U1,2018-03-10
394,"Lenovo Yoga 730 2 en 1 15.6"" Full HD IPS visualización táctil LED de alta calidad portátil | Intel Core i5-8250U | 8GB DDR4 | 256GB PCIe SSD | Thunderbolt | Teclado retroiluminado | 802.11ac | Windows 10 | Gris",,,25,Lenovo,4.1,Lenovo,Yoga 730,Gris (Iron Gray),0.2,29.2,16.0,1366,768,Intel,Core i5 8250U,1.6,8,,SDRAM,,256,,Solid State,Intel UHD Graphics 620,Integrated,,,,802.11ac,,,,Windows 10,4,2.0,3.4,Yoga 730,2019-08-01
395,"2019 Dell Inspiron 2-in-1 17.3"" Touch-Screen Laptop Intel Core i7-8565U, 16GB Memory, NVIDIA GeForce MX150, 1TB Hard Drive +16GB Optane, Windows 10 Home Silver",,,4,Dell,2.9,Dell,I7786-7199SLV-PUS,,0.2,41.1,17.0,,,Intel,Intel Core i7,1.8,16,,DDR4,,1,,ATA,NVIDIA GeForce MX150,,,,,,,,,Windows 10,36,3.0,3.8,,2019-05-20
396,"Dell Brand New XPS 9370 Laptop, 13.3"" UHD (3840 x 2160) InfinityEdge Touch Display, 8th Gen Intel Core i7-8550U, 16GB RAM, 512 GB SSD, Fingerprint Reader, Windows 10, Silver",,,27,Dell,3.8,Dell,,,0.12,30.2,13.0,,,,Core i7-640UM,,8,,DDR3,,512,,,,,,,AGP,"802.11ac, Bluetooth",3,,,Windows 10,36,3.0,1.9,2018 Dell XPS 13 9370 Laptop,2018-09-03
397,"Dell Inspiron 15 i5558-5718SLV Signature Edition Laptop - 15.6"" 1080p Full HD Touchscreen, Intel Core i5-4210U, 8GB RAM, 1TB HDD, Windows 10 Home (Silver)",,,381,Dell,3.5,Dell,FBA_i5558-5718SLV,plateado,26.0,0.24,16.0,,,Intel,Intel Core i5,,8,DDR3L,DDR3,8.0,1,,,Intel HD Graphics 4400,intel_hd_graphics_4400,,,,"802.11a/b/g/n/ac, 802.11ac",2,,,Windows 10 Home,15,4.0,3.3,FBA_i5558-5718SLV,2016-03-17
398,"Lenovo Flex 14 2-in-1 Touchscreen Laptop, 8th Gen i5-8265U, 8GB RAM, 512GB SSD, 1080p, Backlit Keyboard, Fingerprint Reader",,,11,Lenovo,4.1,Lenovo,Flex14,,,,14.0,,,Intel,Intel Core i5,1.6,8,DDR4,DDR4,,512,,Solid State,Intel® UHD 615 Graphics,,,,,Bluetooth,,,,Windows 10,5,3.0,2.3,,2019-09-26
399,"Apple MacBook Air Retina 13.3"" Pulgadas Intel Core i5 1.60GHz Dual Corw, 8GB RAM, Disco Duro 128GB SSD Plata MRE82E/A 2018",,,65,Apple,2.2,Apple,,Plata,,,,,,Intel,Core i5-760,1.6,8,,DDR,,128,,Solid State,,,,,,"802.11ac, Bluetooth",,,,iOS,11,2.0,2.4,,2019-03-13
400,"MSI Gaming GV62 8RD-034 computadora portátil Negro 39.6 cm (15.6"") 1920 x 1080 Pixeles 2.20 GHz 8ª generación de procesadores Intel® Core™ i7 i7-8750H - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 2.20 GHz, 39.6 cm (15.6""), 1920 x 1080 Pixeles, 16 GB, 1256 GB)",37390.0,,928,MSI,3.9,MSI,GV62 8RD-034,Negro,0.29,38.3,16.0,1920,1080,Intel,Intel Core i7,2.2,8,"SO-DIMM, DDR4-SDRAM",GDDR5,32.0,1256,,Serial ATA,NVIDIA GeForce GTX 1050 Ti,NVIDIA GeForce GTX 1050 Ti,DRAM,,PCI-E,,1,,No,Windows 10 Home,41,6.0,4.0,GV62 8RD-034,2018-07-27
401,Laptop HP PAVILION 15.6 TOUCH I5 8GB RAM 8TB 2TB HDDIntel HD Graphics 620  WIn 10,,,168,HP,4.1,HP,15-bs095ms,Plateado,0.25,25.4,16.0,1366,768,Intel,Intel Core i5,2.5,8,,DDR4,,2,,Serial ATA-600,Intel HD Graphics 620,intel_hd_graphics_620,DDR SDRAM,,,802.11ac,1,,,Windows 10,4,2.0,2.6,3AX49UA,2017-12-01
402,"MSI GV62 8RD-275 Laptop para Videojuegos de 15.6 Pulgadas, Nvidia GTX 1050Ti 4G, Intel Core i5-8300H, 8 GB, 256 GB NVMe SSD, KB retroiluminado, Win 10 Home, Aluminio Negro",,,75,MSI,4.3,MSI,GV62 8RD-275,,0.29,26.0,16.0,,,Intel,Intel Core i5,2.3,8,,SDRAM,32.0,,,Serial ATA,NVIDIA GeForce,nvidia_geforce_gtx_1050_ti,DDR4 SDRAM,,PCI-E,,1,,None,Windows 10 Home,150,6.0,3.9,GV62 8RD-275US,2019-01-23
403,"AORUS 7 NA-7US1021SH 17"" Thin Bezel LG 144Hz FHD IPS LCD, i7-9750H, NVIDIA GeForce GTX 1650, Samsung 8GB RAM, Intel M.2 PCIe NVMe 256GB SSD, 1TB HDD, RGB Keyboard, Win10 Home, Ultra Slim Gaming Laptop",,,14,Gigabyte,4.1,GIGABYTE,AORUS 7,,0.25,28.2,17.0,,,Intel,,,8,"DRAM, DDR4",SODIMM,32.0,1,,Serial ATA,NVIDIA GeForce,Dedicated,GDDR6,,PCI-E,"802.11ac, Bluetooth",1,,None,Windows 10 Home,48,1.0,4.2,AORUS 7 NA-7US1021SH,2019-06-12
404,"Lenovo Ideapad 330S Laptop de 15,6"", Windows 10, procesador Intel Core i7-8550U Quad-Core, 4GB DDR4 RAM, Memoria Intel Optane de 16 GB, Disco Duro de 1 TB, Gris Platino 81F50048US",,,38,Lenovo,4.2,Lenovo,Lenovo Ideapad,wood482,0.25,0.25,16.0,,,Intel,Core i7-740QM,3.1,4,,DDR,4.0,1,,USB 3.0,Intel UHD Graphics 620,,DDR4 SDRAM,,PCI-E,,,,BD-R,Windows 10,6,2.0,2.2,81F50048US,2018-08-26
405,"Dell Inspiron 13 5000 2-en-1 - Pantalla táctil de 13,3 ""- Intel Core 8a generación i5-8250U - Memoria de 8GB - Disco duro de 1 TB - Gris teórico (i5379-5043GRY-PUS)",,,228,Dell,3.0,Dell,Inspiron 13,Theoretical Gray,0.2,32.4,13.0,,,Intel,Intel Core i5,3.4,8,,DDR3,32.0,1000,,Serial ATA,Intel UHD Graphics 620,,,,Integrado,802.11a,1,,None,Windows 10 Home,42,2.0,2.4,i5379-5043GRY-PUS,2017-12-13
406,"Lenovo Laptop Gaming Legion Y720-15IKB 15"" FHD, Intel Core i7, 16GB RAM, 1TB HDD + 128GB SSD, Gráficos NVIDIA GTX 1060, Windows 10",,,56,Lenovo,4.6,Lenovo,Legion Y720-15IKB,Negro,27.7,0.22,15.0,,,Intel,Intel Core i7,2.4,16,DDR4,SODIMM,32.0,1024,,ATA,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,,,802.11g,,3,,Windows 10,2,2.0,4.8,Legion Y720-15IKB,2018-09-06
407,"Lenovo 2019 Flex 15 15.6"" FHD Touchscreen 2-in-1 Laptop Computer, 8th Gen Intel Quad-Core i7-8565U Up to 4.6GHz, 8GB DDR4, 512GB PCIE SSD, MX230, HDMI, USB 3.0, Windows 10 Home",,,15,Lenovo,4.1,Lenovo,Flex 15,,0.25,25.4,16.0,1920,1080,Intel,Intel Core i7,1.8,8,"SDRAM, DDR4",DDR4,,512,,Solid State,2GB NVIDIA GeForce MX230 Graphics,dedicated,,,,"802.11abg, 802.11a/b/g/n/ac, 802.11a/b/g/n, 802.11a",,,,Windows 10,5,3.0,2.8,Flex 15,2019-07-27
408,"Lenovo 81MV0001US Notebook_Computer,, 15.6inches, Intel None 2.3GHz, 4GB,, GB, Windows 10, Negro",,,75,Lenovo,3.9,Lenovo,S145-15IWL,Negro,0.2,36.3,16.0,,,Intel,None,2.3,4,,DDR4,8.0,500,,,,,,,,Bluetooth,,2,,Windows 10,5,1.0,2.4,81MV0001US,2019-05-09
409,"Acer Aspire 1 A114-32-C1YA, 14"" Full HD, Intel Celeron N4000, 4GB DDR4, 64GB eMMC, Office 365, PC Only, Negro obsidiana, 14-14.99 Inches",11350.0,,455,Acer,3.9,Acer,Aspire One,Negro obsidiana,0.18,34.3,14.0,,,Intel,,,4,,DDR4,4.0,64,,Solid State,Intel UHD Graphics 600,Integrated,DDR4 SDRAM,,Integrado,802.11ac,2,,None,Windows 10 Home,48,3.0,2.4,A114-32-C1YA,2018-07-21
410,"Acer Aspire 7 A717-72G-700J 17.3"" IPS FHD GTX 1060 6GB VRAM i7-8750H 16 GB Memory 256 GB SSD Windows 10 VR Ready Gaming",,,4,Acer,5.0,Acer,Acer Aspire,Negro,31.6,55.2,17.0,1920,1080,Intel,Intel Core i7,2.2,16,,DDR3,,256,,Serial ATA,NVIDIA GeForce GTX 1060,Dedicated,GDDR5,6,PCI-E,802.11ac,2,,,Windows 10 Home,42,4.0,4.5,2724672856335,2018-08-28
411,"2019 HP ProBook 440 G6 14"" Laptop Computer/ Intel Quad-Core i5-8265U Up to 3.9GHz/ 16GB DDR4 RAM/ 512GB SSD/ 802.11AC WiFi/ Bluetooth 4.2/ HDMI/ Windows 10 Professional",18799.0,,3,HP,3.0,HP,440 G6,,0.23,22.6,14.0,1366,768,Intel,Intel Core i5,1.6,16,"SDRAM, DDR4",DDR4,,512,,Solid State,Intel UHD Graphics 620,,,,,"802.11b/g, 802.11ac, 802.11bgn, 802.11b",,,,Windows 10 Pro,45,3.0,2.2,440 G6,2019-08-10
412,"HP Omen 2019 15"" Gaming Laptop, 9th Gen Intel i7-9750H, NVIDIA GeForce RTX 2060 (6 GB), 16 GB RAM, 512 GB Unidad de Estado sólido, VR Ready, Windows 10 Home (15-dc1050nr, Shadow Black)",,,19,HP,3.3,HP,15-dc1050nr,,0.25,26.4,16.0,,,Intel,Intel Core i7,4.5,16,SDRAM,,16.0,,,Serial ATA,NVIDIA GeForce RTX 2060,Dedicated,GDDR6,,Integrado,5 GHz radiofrecuencia,,,No Optical Drive,Windows 10 Home,70,4.0,3.9,15-dc1050nr,2019-07-24
413,"HP Stream 14-cb020nr Púrpura Computadora portátil 35.6 cm (14"") 1366 x 768 Pixeles Intel® Celeron® N3060 4 GB DDR3L-SDRAM 32 GB eMMC - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 32 GB)",,,628,HP,4.0,HP,14-cb020nr,Púrpura,0.18,33.7,14.0,1366,768,Intel,8032,1.6,4,"SO-DIMM, DDR3L-SDRAM",,4.0,32,,Serial ATA,,No disponible,Shared,,Integrado,"802.11b, 802.11g",1,,No,Windows 10 Home,41,3.0,2.2,14-cb020nr,2018-10-25
414,"Lenovo ideapad S340 - computadora portátil de 15,6"" (procesador Intel Core i3-8145U de Doble núcleo, Memoria de 8 GB, Unidad de Estado sólido de 128 GB, Windows 10, Color Negro ónix 81N800H3US)",,,1,Lenovo,1.0,Lenovo,81N800H3US,Negro,0.18,24.4,16.0,,,Intel,Intel Core i3,2.1,8,DDR4,DDR4,,128,,Solid State,ntegrated Intel UHD Graphics 620,,,,Integrado,"802.11bgn, 801.11ac, Bluetooth",,,,Windows 10,36,3.0,2.4,,2019-07-20
415,"MSI GGS65 STEALTH-006-15.6"" - i7-8750H - NVIDIA RTX 2060-16GB - 512GB SSD",,,525,MSI,4.0,MSI,GS65 Stealth-006,Black,0.18,26.0,16.0,1920,1080,Intel,Intel Core i7,2.2,16,,SODIMM,32.0,512,,Solid State,NVIDIA GeForce RTX 2060,Dedicated,GDDR6,6,PCI-E,Bluetooth,,,No Optical Drive,Windows 10,82,4.0,3.8,GS65 Stealth-006,2019-03-08
416,"HP 15.6-inch HD WLED-Backlit Touchscreen Business Laptop, 10th Gen Intel Core i5-1035G1 up to 3.6GHz, 8GB DDR4, 512GB SSD, HD Camera, HD Audio, 802.11 AC, Bluetooth, USB 3.1 Type-C, HDMI, Windows 10",,,9,HP,4.5,HP,HP,,0.18,35.8,16.0,1366,768,Intel,Intel Core i5,1.0,8,DDR4,DDR4,,512,,Solid State,Intel UHD Graphics,,,,,802.11ac,,,,Windows 10,41,3.0,2.2,HP 15,2019-12-11
417,"2020 ASUS VivoBook 15 15.6 Inch FHD 1080P Laptop (AMD Ryzen 3 3200U up to 3.5GHz, 8GB DDR4 RAM, 128GB SSD, AMD Radeon Vega 3, Backlit Keyboard, FP Reader, WiFi, Bluetooth, HDMI, Windows 10) (Grey)",,,18,Asus,4.0,Asus,ASUS,,0.2,23.1,16.0,1920,1080,AMD,AMD A Series,2.6,8,DDR4,DDR4,,128,,Serial ATA,AMD Radeon Vega 3,,,,,802.11ac,,,,Windows 10 Home,6,2.0,2.5,ASUS,2019-10-08
418,"HP 15.6"" FHD Home and Business Laptop Core i7-1065G7, 16GB RAM, 1TB SSD, Intel Iris Plus Graphics, 4 Core up to 3.90 GHz, USB-C, HDMI 1.4 4K Output, Keypad, Webcam, 1920x1080, Win 10",36099.0,,5,HP,3.2,HP,850011107782,,0.18,24.2,16.0,1920,1080,Intel,Intel Core i7,1.3,16,DDR4,DDR4,,1,,Solid State,Intel Iris Plus Graphics,intel_iris,,,,802.11ac,,,,Windows 10,36,3.0,1.8,,2019-11-26
419,Laptop Gamer Razer Blade 15 2019 i7 16GB 512GB RTX 2060,,,266,Razer,4.2,Razer,Blade 15,,23.5,0.2,16.0,,,Intel,Core i7 Family,4.6,16,DDR,DDR4,64.0,,,Solid State,NVIDIA GeForce RTX 2060,nvidia_geforce_gtx_1060,GDDR6,,PCI-E,"802.11a/b/g/n/ac, Bluetooth",,,None,Windows 10,65,4.0,4.1,RZ09-03006E92-R3U1,2019-05-02
420,"Acer Predator Helios 300 Laptop para Juegos, Portátil , Negro, i7-8750 w/ 144Hz",38999.0,,1334,Acer,4.1,Acer,,Negro,0.27,39.0,16.0,,,Intel,Intel Core i7,4.1,16,,DDR4,32.0,256,,,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,GDDR5,,Integrado,802.11ac,2,,None,Windows 10 Home,32,4.0,4.7,PH315-51-78NP,2018-07-28
421,"ASUS VivoBook F510QA - Laptop de 15.6 pulgadas, WideView FHD, AMD cuádruple núcleo A12-9720P, 4GB DDR4, 128GB SSD, Windows 10, 1366 x 768 pixeles, notebook",,,54,Asus,4.0,Asus,,,7.6,50.8,16.0,,,AMD,AMD A Series,2.7,4,DDR4,DDR,,128,,Solid State,AMD Radeon R7,amd_radeon_r7,,,,,,,,Windows 10,42,3.0,2.5,F510QA,2019-06-13
422,"Asus C302CA-AH74 Chromebook Flip 12.5-Inch Touchscreen Convertible Chromebook, Intel Core M7, 8GB RAM, 64GB Flash Storage, All-Metal Body, USB Type C, Corning Gorilla Glass, Chrome OS",16791.79,,18,Asus,4.8,Asus,Chromebook Flip C302CA,,0.13,21.1,12.0,,,,,,8,,DDR3,,,,,,,,,Integrado,"802.11a/g/n/ac, Bluetooth",,,,,39,2.0,1.9,C302CA-AH74,2019-10-30
423,"ASUS ROG Strix GL502VS-DB71 computadora portátil Negro 39.6 cm (15.6"") 1920 x 1080 Pixeles 2.6 GHz Intel® Core™ i7 de la sexta generación I7-6700HQ - Ordenador portátil (Intel® Core™ i7 de la sexta generación, 2.6 GHz, 39.6 cm (15.6""), 1920 x 1080 Pixeles, 16 GB, 1256 GB)",65050.0,,530,Asus,3.7,Asus,GL502VS-DB71,Negro,0.3,26.7,16.0,1920,1080,Intel,Intel Core i7,2.6,16,"SO-DIMM, DDR4-SDRAM",GDDR5,32.0,1256,flash_memory_solid_state,Serial ATA-600,geforce,NVIDIA GeForce GTX 1070,,,PCI-E,802.11a/b/g/n/ac,1,,No,Windows 10 Home,62,8.0,4.4,GL502VS-DB71,2016-10-28
424,"LAPTOP GAMING DELL G7 17.3"", GEFORCE RTX 2070,  CORE i7 9 Gen. RAM 16GB, 1TB DD + 256SSD NEGRO (G717Vu_i7N16125670W10s_120 )",47815.0,,5,Dell,4.5,Dell,COMDEL710,,37.5,7.5,17.0,,,Intel,Intel Core i5,2.31,16,,,256.0,1000,,,NVIDIA GeForce RTX 2070,,,,,802.11b/g,,2,,Windows 10,60,4.0,4.7,COMDEL710,2019-06-14
425,HP Laptop Ryzen 3 3200U 4GB SSD 128GB 14 Dorada Radeon Vega 3 Win10 14-DK0024WM,,,1,HP,3.0,HP,AMD Radeon TM Vega 3,,5.0,6.0,14.0,1366,768,AMD,AMD A Series,3.5,4,DDR4-2400 SDRAM,DDR,,128,,ATA,,,,,,Bluetooth,,,,Windows 10 Home,45,2.0,2.0,6WC35UA,2019-06-16
426,"HP Nuevo 2019 Flagship 14"" Laptop Intel Pentium Gold 4 GB Ram 128 GB SSD Marco de Teclado Plateado",,,197,HP,4.4,HP,14-cf0012dx,,7.1,30.0,14.0,,,Intel,Pentium Other,2.3,4,,DDR4,4.0,128,,,Graphics 610,intel_hd,DDR3 SDRAM,2,Integrado,,,,No Optical Drive,Windows 10,10,2.0,2.0,14-cf0012dx,2019-09-08
427,"Lenovo Flex 14 Convertible Laptop, 14.0 Inch HD (1366 X 768) Touch Display, Intel Core i3-8145U Processor, 4GB DDR4 RAM, 128GB NVMe SSD, Intel UHD Graphics 620, Windows 10, 81SQ000DUS, Onyx Black",,,120,Lenovo,4.4,Lenovo,Flex 14,Onyx Black,0.18,22.9,14.0,,,Intel,Intel Core i3,2.1,4,DDR4,SODIMM,16.0,,,PCIE x 4,Intel UHD Graphics 620,,Shared,,Integrado,801.11ac,,,None,Windows 10,45,4.0,2.2,81SQ000DUS,2019-06-22
428,"Jumper EZpad 6s pro 2 en 1 Tablet 11.6"" Intel Quad Core Procesador IPS 1080P 6 GB 128 GB Tablet PC (con teclado, plateado)",,,10,jumper,3.2,jumper,,Plateado,0.11,18.6,12.0,,,Intel,Athlon 2850e,,6,DDR3,DDR3,,128,,,Intel HD Graphics 500,Integrated,DDR3 SDRAM,,,"802.11b/g, 802.11bgn, 802.11b",,,,Windows_10,34,2.0,2.0,EZpad 6s Pro,2018-01-25
429,"HP Nuevo portátil Pavilion 15.6"" FHD IPS Premium para Juegos, AMD 2nd Gen Quad-Core Ryzen 5 3550H, 8GB RAM, 256GB SSD, NVIDIA GeForce GTX 1050 3 GB GDDR5, Teclado retroiluminado Windows 10",,,59,HP,4.5,HP,Pavilion,Negro,0.24,25.7,16.0,1920,1080,AMD,AMD R Series,2.1,8,DDR4,DDR4,8.0,256,,Solid State,NVIDIA GeForce GTX 1050 3GB GDDR5,Dedicated,DDR5 SDRAM,3,Integrado,802.11ac,1,,No Optical Drive,Windows 10,10,3.0,2.8,HP,2019-11-25
430,"Desconocido Samsung Chromebook Plus, Intel Celeron / 4 GB / 32 GB, Titán Claro",,,106,Desconocido,4.4,Desconocido,,Titán claro,20.8,0.17,12.0,,,Samsung,,,4,,,4.0,32,,,Intel HD Graphics 615,Integrated,,,,802.11ac,1,,None,Chrome OS,4,2.0,2.0,XE520QAB-K01US,2018-10-31
431,HP (17-BY1053DX) 17.3 Laptop – Core i5-8265U – 8 GB de memoria – unidad de estado sólido de 256 GB – Windows 10 Home en modo S – Jet Black/Maglia Pattern,,,96,HP,4.2,HP,17-BY1053DX,jet black,13.5,27.2,17.0,,,Intel,Intel Core i5,1.6,8,,DDR4,0.01,256,,Serial ATA,Intel HD Graphics 620,Integrated,DDR4 SDRAM,,Integrado,,1,,No Optical Drive,Windows 10,41,3.0,3.0,7QK06UA,2019-09-29
432,"SAMSUNG Notebook 7 Force 15.6"" (NVIDIA GeForce GTX 1650)",58690.0,,8,Samsung,4.1,SAMSUNG,Notebook 7 GTX,,0.18,25.5,16.0,,,Intel,,,16,"SDRAM, DDR4",DDR4,16.0,,,Solid State,NVIDIA GeForce GTX 1650,Dedicated,GDDR5,,PCI-E,801.11ac,,,No Optical Drive,Windows 10,45,3.0,2.7,NP760XBE-X01US,2019-07-05
433,"ASUS ROG Strix Scar II GL704 - Portátil para videojuegos (Intel i7-8750H, 16 GB de RAM, 512 GB NVMe SSD, NVIDIA RTX 2070 8 GB, 17,3"" Full HD IPS 144 Hz 3 ms, Windows 10)",,,27,Asus,4.3,Asus,ASUS Rog Strix,,0.26,27.3,17.0,1920,1080,Intel,Intel Core i7,2.2,16,,DDR4,,512,,,NVIDIA GeForce,,,8,PCI-E,802.11ac,,,,Windows 10 Home x64-bit,66,4.0,4.9,GL704GW,2019-02-02
