name,price_current,price_original,reviews_number,seller,score,Marca,Series,Color,Alto del producto,Ancho del producto,Tamaño de la pantalla,Resolución de la pantalla,Marca del procesador,Tipo de procesador,Velocidad del procesador,Tamaño de RAM,Tecnología de la memoria,Tipo de memoria del equipo,Memoria máxima compatible,Tamaño de la unidad de disco duro,Descripción del disco duro,Interfaz de la unidad de disco duro,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,Tamaño de RAM de la tarjeta gráfica,Interfaz de la tarjeta gráfica,Tipo de conexión inalámbrica,Número de puertos USB 2.0,Número de puertos USB 3.0,Tipo de unidad óptica,Sistema operativo,Lithium Battery Energy Content,Number of Lithium Ion Cells, ,Peso del envío,Número de modelo del producto,Producto en Amazon.com.mx desde
"
                
                    
                    
                

                
                    
                    
                        Lenovo Thinkpad E590_8_256_HD Parent, Negro, 16GB/512GB PCIe SSD
                    
                

                
                    
                    
                
            ",,,155 calificaciones,Lenovo,4.1 de 5 estrellas,Lenovo,E590 Notebook PC,Negro,20 millimeters,36.9 centimeter,15.6 inches,1366x768,Intel,Intel Core i5,1.60 GHz,16 GB,DDR4,DDR4 SDRAM,,512 GB,,PCIE x 4,Intel UHD Graphics 620,,,,,"802.11ac, Bluetooth",1,,,Windows 10 Pro,5 watt_hours,3, ,2.8 Kg,E590 Business Laptop,29 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        SAMSUNG Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Procesador N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US, Plateado, 15 Pulgadas
                    
                

                
                    
                    
                
            ",,,42 calificaciones,Samsung,4.5 de 5 estrellas,SAMSUNG,Chromebook 4+,Plateado,17 millimeters,24.5 centimeter,15.6 inches,,Intel,Celeron N3450,1.1 GHz,4 GB,,DDR4 SDRAM,4 GB,32 GB,,Ethernet,Intel Celeron Processor N4000,Integrated,Shared,,Integrado,801.11ac,,,No Optical Drive,Chrome OS,39 watt_hours,2, ,2.3 Kg,XE350XBA-K01US,27 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron I5570_i7F82T4GSW10s_119 Laptop 15.6"" FHD, Intel Core i7-8550U, 8GB RAM, 2048GB, Windows 10
                    
                

                
                    
                    
                
            ",,,10 calificaciones,Dell,3.5 de 5 estrellas,Dell,Inspiron,,10 millimeters,38 centimeter,15.6 inches,,Intel,Intel Core i7,4 GHz,8 GB,,DDR4 SDRAM,16 GB,2048 GB,,,,,,,,802.11ac,,3,,Windows 10,42 watt_hours,1, ,3 Kg,I5570_i7F82T4GSW10s_119,11 de mayo de 2018
"
                
                    
                    
                

                
                    
                    
                        Dell I3585_R5825BW10s_120 Laptop con Pantalla de 15.6"", ( AMD 3.6 GHz, 8 GB RAM, 256 GB SSD, Windows 10), Color Negro
                    
                

                
                    
                    
                
            ",,,1 calificación,Dell,1.0 de 5 estrellas,Dell,Inspiron,Negro,10 millimeters,38 centimeter,15.6 inches,,AMD,None,3.6 GHz,8 GB,DDR4,DDR4 SDRAM,8 GB,,,,AMD Radeon RX Vega 8,,,,,802.11ac,,2,,Windows 10,42 watt_hours,3, ,2.8 Kg,I3585_R5825BW10s_120,18 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        Alienware 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 1TB Hard Drive + 256GB Solid State Drive - Black
                    
                

                
                    
                    
                
            ",,,1 calificación,Alienware,5.0 de 5 estrellas,Alienware,Alienware,Negro,25 millimeters,30.5 centimeter,15.6 inches,1920x1080,Intel,Core i7 8750H,2.1 GHz,16 GB,,DDR SDRAM,16 GB,1 TB,,eSATA,NVIDIA GeForce GTX 1070,nvidia_geforce_gtx_1070,DDR4 SDRAM,6 GB,Integrado,Bluetooth,,,No Optical Drive,Windows 10,60 watt_hours,3, ,6.2 Kg,Alienware 15 R4,23 de mayo de 2018
"
                
                    
                    
                

                
                    
                    
                        Acer E5-576-392H Aspire E 15 Laptop Full HD, 8º Gen Intel Core i3-8130U, 6GB de memoria RAM, 1TB HDD, 8X DVD, Negro obsidiana, 15.6 pulgadas [Teclado ingles]
                    
                

                
                    
                    
                
            ",,,"2,610 calificaciones",Acer,4.2 de 5 estrellas,Acer,Aspire E series,Negro obsidiana,30 millimeters,25.9 centimeter,15.6 inches,,Intel,Intel Core i3,2.2 GHz,6 GB,,DDR3 SDRAM,32 GB,1000 GB,,Serial ATA,Intel HD Graphics 620,,DDR3 SDRAM,,PCI-E,802.11ac,1,,DVD-RW,Windows 10,28 watt_hours,6, ,3.1 Kg,E5-576-392H,27 de marzo de 2018
"
                
                    
                    
                

                
                    
                    
                        HP 2019 14"" Laptop - Intel Core i3 - 8GB Memory - 128GB Solid State Drive - Ash Silver Keyboard Frame (14-CF0014DX)
                    
                

                
                    
                    
                
            ",,,646 calificaciones,HP,4.3 de 5 estrellas,HP,,,5.1 centimeter,57.4 centimeter,14 inches,,Intel,Intel Core i3,2.4 GHz,8 GB,,DDR4 SDRAM,128 GB,1 TB,,,,,,,AGP,"802.11b/g, 802.11bgn, 802.11b",1,,None,Windows 10,41 watt_hours,3, ,2 Kg,14-CF0014DX,1 de diciembre de 2018
"
                
                    
                    
                

                
                    
                    
                        Lenovo Legion Y7000 Gaming Laptop, 15.6"" FHD (1920 x 1080) IPS Anti-Glare Laptop (Intel Core i5-8300H Processor, 8 GB DDR4 2666 MHz, 1 TB HDD + 128 GB PCIe SSD, Windows 10 Home) 81LD0007US, Black
                    
                

                
                    
                    
                
            ","$27,784.36",,,Lenovo,,Lenovo,,black,26.7 centimeter,27 millimeters,15.6 inches,,Intel,,2.3 GHz,8 GB,,,8 GB,1000 GB,,Serial ATA,NVIDIA GeForce GTX 1050,,,,Integrado,,,,None,Windows 10 Home,52.5 watt_hours,1, ,4.1 Kg,81LD0007US,3 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus VivoBook L203MA Ultra-Thin Laptop, 11.6” HD, Intel Celeron N4000 Processor (up to 2.6 GHz), 4GB RAM, 64GB eMMC, USB-C, Windows 10 in S Mode, One Year of Microsoft Office 365, L203MA-DS04
                    
                

                
                    
                    
                
            ","$7,822.57",,860 calificaciones,Asus,4.1 de 5 estrellas,Asus,ASUS VivoBook L203,,17 millimeters,19.3 centimeter,11.6 inches,,,Intel Celeron,,4 GB,,DDR4 SDRAM,,64 GB,,,,,,,Integrado,"802.11a/b/g/n/ac, Bluetooth",,,,,38 watt_hours,2, ,1.5 Kg,L203MA-DS04,24 de abril de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Aspire 5, 15.6"" Full HD IPS visualización, 8th Gen Intel Core i5-8265U, 8GB DDR4, 256GB PCIe NVMe SSD, Teclado retroiluminado, Lector de Huellas Dactilares, Windows 10 Home, A515-54-51DJ
                    
                

                
                    
                    
                
            ",,,"1,471 calificaciones",Acer,4.4 de 5 estrellas,Acer,A515-54-51DJ,Plateado,18 millimeters,25 centimeter,15.6 inches,,Intel,Intel Core i5,3.9 GHz,8 GB,DDR4,DDR4 SDRAM,16 GB,256 GB,,Solid State,Intel UHD Graphics 620,,Shared,,Integrado,802.11ac,1,,None,Windows 10,3220 milliamp_hours,3, ,2.6 Kg,A515-54-51DJ,25 de mayo de 2019
"
                
                    
                    
                

                
                    
                    
                        MSI Prestige 14 A10SC-051 White 14"" Ultra Delgado y Ligero Profesional, 14""|MX250|i5-10210U|8GB|512GB NVMe, 14-14.99 Inches
                    
                

                
                    
                    
                
            ","$25,985.58",,7 calificaciones,MSI,3.7 de 5 estrellas,MSI,Modern 14 A10RB-459,,16 millimeters,22.2 centimeter,14.1 inches,,Intel,,,8 GB,DDR4,SODIMM,128 GB,512,,PCIE x 4,,Dedicated,GDDR5,,PCI-E,802.11ac,2,,No Optical Drive,Windows 10 Pro,4 kilowatt_hours,4, ,3 Kg,Modern 14 A10RB-459,29 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Laptop Aspire 1 A115-31-C23T Celeron N4000 4GB 64GB eMMC 15 HD Wind10
                    
                

                
                    
                    
                
            ","$9,499.00",,17 calificaciones,Acer,3.9 de 5 estrellas,Acer,Aspire One,Negro,11.4 centimeter,36.3 centimeter,15.6 inches,1366 x 768,Intel,Celeron N,1.10 GHz,4 GB,DDR4,DDR4 SDRAM,,64 GB,,Serial ATA-600,Intel UHD Graphics 600,Integrated,DDR4 SDRAM,,Integrado,Bluetooth,1,,No Optical Drive,Windows 10,52 watt_hours,3, ,2.6 Kg,Aspire 1,1 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        ASUS L402WA-EH21 Thin and Light 14” HD Laptop; AMD E2-6110 Quad Core 1.5GHz Processor,AMD Radeon R2 Graphics,4GB RAM,32GB eMMC Flash Storage,Windows 10 S with FREE 1yr Office 365 Subscription Included
                    
                

                
                    
                    
                
            ",,,671 calificaciones,Asus,3.6 de 5 estrellas,Asus,Vivobook,,23 millimeters,23.6 centimeter,14 inches,,AMD,E2-6110,1.5 GHz,4 GB,,DDR3 SDRAM,4 GB,32 GB,,Solid State,AMD Radeon R2,amd _radeon_r2,Shared,4 GB,Integrado,"802.11ac, Bluetooth",1,,No Optical Drive,Windows 10 S,32 watt_hours,3, ,2.2 Kg,L402WA-EH21,6 de noviembre de 2017
"
                
                    
                    
                

                
                    
                    
                        Laptop Dell Inspiron 5391, Pantalla 13.3"", Procesador Core i5 10a. Gen, 8GB RAM, 256 SSD, WIN 10, Color Plata, I5391_i58256SW10s_520
                    
                

                
                    
                    
                
            ",,$789.00,,Dell,,Dell,Inspiron Notebooks,,7 millimeters,30.8 centimeter,13.3 inches,,Intel,Intel Core i5,4.4 GHz,8 GB,,,16 GB,,,,,,,,,802.11ac,,,,Windows 10,45 watt_hours,4, ,2 Kg,I5391_i58256SW10s_520,23 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus TUF FX505DT Gaming Laptop, 15.6” 120Hz Full HD, AMD Ryzen 5 R5-3550H Processor, GeForce GTX 1650 Graphics, 8GB DDR4, 256GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DT-AH51, RGB Keyboard
                    
                

                
                    
                    
                
            ",,,"1,240 calificaciones",Asus,4.5 de 5 estrellas,Asus,TUF FX505DT,,25 millimeters,26.2 centimeter,15.6 inches,,AMD,,,8 GB,DDR4,DDR4 SDRAM,32 GB,256 GB,,Solid State,NVIDIA GeForce GTX 1650,Dedicated,GDDR5,,PCI-E,"802.11a/b/g/n/ac, Bluetooth",1,,No Optical Drive,Windows 10 Home,48 watt_hours,3, ,3.2 Kg,FX505DT-AH51,23 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus VivoBook F510UA Thin and Lightweight 15.6"" FHD WideView NanoEdge Laptop, Intel Core i5-7200U 2.5GHz, 8GB DDR4 RAM, 1TB HDD, USB Type-C, Fingerprint Reader, Windows 10 - F510UA-AH50
                    
                

                
                    
                    
                
            ",,,"3,243 calificaciones",Asus,4.1 de 5 estrellas,Asus,Asus VivoBook F510,,20 millimeters,24.4 centimeter,15.6 inches,,Intel,Intel Core i5,,8 GB,,DDR4 SDRAM,16 GB,1000 GB,,Serial ATA,Intel HD Graphics 620,Integrated,Shared,,Integrado,802.11ac,2,,No Optical Drive,Windows 10 Home,42 watt_hours,3, ,2.6 Kg,F510UA-AH50,14 de diciembre de 2018
"
                
                    
                    
                

                
                    
                    
                        Dell 2019 Inspiron 15 6"" HD Touchscreen Flagship Premium Laptop Computer, 8th Gen Intel Core i3-8145U Up to 3.1GHz, 8GB DDR4 RAM, 128GB SSD, HDMI, USB 3.0, Bluetooth, WiFi, Windows 10 Home
                    
                

                
                    
                    
                
            ","$11,039.00",,40 calificaciones,Dell,4.1 de 5 estrellas,Dell,Dell Inspiron,,7.6 centimeter,49.3 centimeter,15.6 inches,1920x1080,Intel,Core i3 Family,2.1 GHz,8 GB,DDR4,DDR4 SDRAM,8 GB,128 GB,,Solid State,AMD Radeon R7,integrated,DDR4 SDRAM,8 GB,Integrado,802.11bgn,1,,No Optical Drive,Windows 10,40 watt_hours,3, ,2.6 Kg,I3583-3756BLK-PUS,14 de julio de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus Laptop VivoBook S15,  15"", Core i7, 12GB RAM, 512GB SSD, Azul, S531FA-EJ130T
                    
                

                
                    
                    
                
            ","$23,399.00",,,Asus,,Asus,S531FA-EJ130T,,,,15.6 inches,,Intel,Core i7 8550U,1.8 GHz,12 GB,DDR4,,12 GB,12 GB,Unidad híbrida,PCIE x 2,,Integrada,DDR4 SDRAM,,Integrado,,2,,Ninguno,Windows 10,1 kilowatt_hours,1, ,2.6 Kg,S531FA-EJ130T,10 de marzo de 2020
"
                
                    
                    
                

                
                    
                    
                        Dell Inspiron I5480 Pantalla 15.6”, Intel Core i5, 8 GB RAM, 256 GB SSD, NVIDIA GeForce MX250 2GB, Windows 10
                    
                

                
                    
                    
                
            ","$21,099.00",,2 calificaciones,Dell,5.0 de 5 estrellas,Dell,Inspiron 14 5000,Gris/Negro,8 millimeters,32.4 centimeter,14 inches,,Intel,Intel Core i5,3.9 GHz,8 GB,,,32 GB,,,,NVIDIA GeForce MX250,,,,,802.11ac,,,,Windows 10,42 watt_hours,3, ,2.3 Kg,I5480_i58252GSW10s_120,5 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Swift 3, 14"" Full HD IPS, 10th Gen Intel Core i5-1035G1, 8GB LPDDR4, 256 GB PCIe NVMe SSD, Intel Wireless Wi-Fi 6 AX201 802.11ax, Teclado retroiluminado, Windows 10, SF314-57-59EY, Gris
                    
                

                
                    
                    
                
            ","$19,297.78",,7 calificaciones,Acer,3.7 de 5 estrellas,Acer,SF314-57-59EY,Gris,16 millimeters,21.7 centimeter,14 inches,,Intel,,,8 GB,LPDDR4,,8 GB,256 GB,,Solid State,,Integrated,Shared,,Integrado,802.11ax,1,,No Optical Drive,Windows 10 Home,4200 milliamp_hours,3, ,2 Kg,SF314-57-59EY,6 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Laptop 330-15IGM 15.6 "" Intel Pentium 4GB 500GB
                    
                

                
                    
                    
                
            ",,,23 calificaciones,Lenovo,3.6 de 5 estrellas,Lenovo,330-15IGM,Plateado,23 millimeters,35.8 centimeter,15.6 inches,,Intel,None,1.1 GHz,4,DDR4 SDRAM,,8 GB,500,,eSATA,Intel UHD Graphics 600,Integrada,DDR4 SDRAM,,Integrado,802.11ac,1,1,DVD+RW,Windows 10,5.5 watt_hours,2, ,2.7 Kg,81D100EDUS,7 de enero de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo 81N5001GLM Notebook_Computer,Bluetooth+ Wi-Fi,15.6inches,Intel Core_i3 2.1GHz,4GB,DDR3,1000GB,Windows 10,Negro
                    
                

                
                    
                    
                
            ",," $13,999.00",2 calificaciones,Lenovo,5.0 de 5 estrellas,Lenovo,ideaPad C340-15IWL,Negro,25 centimeter,20 millimeters,15.6 inches,,Intel,Intel Core i3,2.1 GHz,4 GB,DDR3,DDR4 SDRAM,16 GB,1000 GB,,,,,,,Integrado,802.11bgn,,2,None,Windows 10,5 watt_hours,3, ,2.9 Kg,81N5001GLM,26 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Laptop Dell Inspiron 5481 2en1 14” Pantalla Táctil,  Core i3 8a. Gen. 4GB RAM 1TB DD, Win 10, Plata -  I5481_i3T41TSW10s_219
                    
                

                
                    
                    
                
            ","$11,699.00"," $13,699.01",4 calificaciones,Dell,3.1 de 5 estrellas,Dell,Inspiron,,10 millimeters,33.6 centimeter,14 inches,,Intel,Intel Core i3,3.9 GHz,4 GB,,,4 GB,1000 GB,,,,,,,,802.11ac,,2,,Windows 10,42 watt_hours,3, ,2.6 Kg,I5481_i3T41TSW10s_219_LC,18 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus Laptop Gamer ROG Strix G, 15.6"", GeForce GTX 1650, Core i7, 16GB RAM, 512 BSSD, Numberpad, G531GT-AL249T
                    
                

                
                    
                    
                
            ","$28,999.00",,,Asus,,Asus,G531GT-AL249T,,,,15.6 inches,,Intel,Core i7 8750H,4.5 GHz,16 GB,DDR4,,32 GB,,Tarjeta multimedia integrada,,,GeForce GTX 1650,GDDR5,,PCI-E,,1,2,Ninguno,Windows 10,1 kilowatt_hours,1, ,5.8 Kg,,31 de marzo de 2020
"
                
                    
                    
                

                
                    
                    
                        ASUS Laptop BV270T. Core i3. 4GB RAM+16 OPTANE. 1TBHDD. 14"" Gris
                    
                

                
                    
                    
                
            ","$9,999.00"," $11,449.00",7 calificaciones,Asus,4.1 de 5 estrellas,Asus,ASUS Laptop,Stary Grey IMR with hairline,32.8 centimeter,24.6 centimeter,14 inches,,Intel,None,2.3 GHz,4 GB,,,,,,,,,,,,802.11bgn,,1,,Windows 10,2.3 watt_hours,1, ,2.2 Kg,X407UA-BV270T,15 de abril de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus X512DA-BR657T Notebook_Computer, Bluetooth+ Wi-Fi, 15.6inches, AMD C_Series_Dual_Core_C_50 2.5GHz, 4GB,, GB, Windows 10, Coral
                    
                

                
                    
                    
                
            ","$10,999.00"," $12,499.00",,Asus,,Asus,ASUS VivoBook 15,Coral,23 centimeter,20 millimeters,15.6 inches,,AMD,C-Series Dual Core C-50,2.5 GHz,4 GB,,,12 GB,,SATA 1TB 5400RPM 2.5' HDD/ SATA3 128G M.2 SSD,,AMD Radeon Vega 3,,,,,802.11ac,,2,,Windows 10,42 watt_hours,1, ,2.6 Kg,X512DA-BR657T,5 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Huawei Matebook D 14"", Amd Ryzen, Windows 10, Ssd 512 Gb 8Gb Ram, Color Plateado (Mystic Silver)
                    
                

                
                    
                    
                
            ","$14,999.00"," $16,999.00",4 calificaciones,Huawei,4.3 de 5 estrellas,HUAWEI,"MateBook D 14""",Blanco,,,14 inches,,,,,8 GB,,,,,,,AMD Radeon RX Vega 8,,,,,,,,,Windows,,1, ,2.1 Kg,,31 de enero de 2020
"
                
                    
                    
                

                
                    
                    
                        Lenovo Ideapad L340 - Laptop de Juego con Microsoft Office Home y Student 2019, Portátil , Negro, 15.6""
                    
                

                
                    
                    
                
            ","$21,884.98",,450 calificaciones,Lenovo,4.4 de 5 estrellas,Lenovo,L340 Gaming,Black,24 millimeters,25.5 centimeter,15.6 inches,1600x1200 pixels,Intel,Intel Core i5,2.4 GHz,8 GB,,SODIMM,8 GB,512 GB,,Solid State,NVIDIA GeForce,,GDDR5,,Integrado,Bluetooth,,,None,Windows 10,45 watt_hours,3, ,3.2 Kg,81LK00HDUS,6 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Laptop Asus S510UA-DS7 15.6""  8GB RAM 1128 GB HDD Intel HD Graphics 620  Windows 10, teclado en inglés - Color oro
                    
                

                
                    
                    
                
            ","$19,999.00",,204 calificaciones,Asus,4.3 de 5 estrellas,Asus,ASUS,Oro,18 millimeters,24.4 centimeter,15.6 inches,1920 x 1080 Pixeles,AMD,Athlon Dual Core,1.8 GHz,8 GB,DDR4-SDRAM,DDR4 SDRAM,16 GB,1128 GB,Hybrid Drive,Serial ATA,Intel HD Graphics 620,No disponible,,,Integrado,"802.11a/b/g/n/ac, Bluetooth",2,2,No,Windows 10,42 watt_hours,3, ,2.5 Kg,S510UA-DS71,24 de enero de 2018
