name,price_current,price_original,reviews_number,seller,score,Marca,Series,Color,Alto del producto,Ancho del producto,Tamaño de la pantalla,Resolución de la pantalla,Marca del procesador,Tipo de procesador,Velocidad del procesador,Tamaño de RAM,Tecnología de la memoria,Tipo de memoria del equipo,Memoria máxima compatible,Tamaño de la unidad de disco duro,Descripción del disco duro,Interfaz de la unidad de disco duro,Coprocesador de gráficos,Descripción de la tarjeta gráfica,Tipo de RAM para gráficos,Tamaño de RAM de la tarjeta gráfica,Interfaz de la tarjeta gráfica,Tipo de conexión inalámbrica,Número de puertos USB 2.0,Número de puertos USB 3.0,Tipo de unidad óptica,Sistema operativo,Lithium Battery Energy Content,Number of Lithium Ion Cells, ,Peso del envío,Número de modelo del producto,Producto en Amazon.com.mx desde
"
                
                    
                    
                

                
                    
                    
                        Laptop Gamer Asus ROG G531GT 15.6'' i7 8GB 512GB GTX 1650
                    
                

                
                    
                    
                
            ","$33,450.00",,62 calificaciones,Asus,4.4 de 5 estrellas,Asus,G531GT-BI7N6,Negro,25 millimeters,27.4 centimeter,15.6 inches,,Intel,Intel Core i7,,8 GB,,,8 GB,512 GB,,Solid State,NVIDIA GeForce GTX 1650,nvidia_geforce_gtx,GDDR5,8 GB,Integrado,802.11ac,,,No Optical Drive,Windows 10,70 watt_hours,3, ,3.8 Kg,G531GT-BI7N6,9 de mayo de 2019
"
                
                    
                    
                

                
                    
                    
                        Dell Notebook Inspiron, Pantalla15.6"", AMD Ryzen 3 3.6GHz, 4GB RAM, 1TB HDD, Windows 10 (I5575_R341TSW10s_119)
                    
                

                
                    
                    
                
            ","$9,799.00"," $11,729.00",1 calificación,Dell,1.0 de 5 estrellas,Dell,Inspiron,,10 millimeters,38 centimeter,15.6 inches,,AMD,None,3.6 GHz,4 GB,,,32 GB,1000 GB,,,,,,,,802.11ac,,,,Windows 10,42 watt_hours,3, ,3 Kg,I5575_R341TSW10s_119,3 de septiembre de 2018
"
                
                    
                    
                

                
                    
                    
                        Asus ZenBook Laptop 2.66GHz computadora Negro PC, Plata | Antiparabrisas., 14''
                    
                

                
                    
                    
                
            ",,,6 calificaciones,Asus,3.7 de 5 estrellas,Asus,Asus ZenBook 14,,15 millimeters,19.8 centimeter,14 inches,,Intel,Intel Core i5,3.9 GHz,8 GB,DDR3,DDR3 SDRAM,8 GB,256 GB,,Solid State,Intel UHD Graphics 620,Integrated,Shared,,Integrado,"802.11b/n/ac, Bluetooth",1,2,None,Windows 10 Pro,50 watt_hours,3, ,2.2 Kg,UX433FA-XH54,20 de diciembre de 2018
"
                
                    
                    
                

                
                    
                    
                        HP Chromebook 11-v010nr Plata 29.5 cm (11.6"") 1366 x 768 Pixeles Intel® Celeron® N3060 4 GB LPDDR3-SDRAM 16 GB Flash - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 29.5 cm (11.6""), 1366 x 768 Pixeles, 4 GB, 16 GB)
                    
                

                
                    
                    
                
            ","$6,089.46"," $9,239.00",180 calificaciones,HP,4.2 de 5 estrellas,HP,11-v010nr,Plata,18 millimeters,28.6 centimeter,11.6 inches,1366 x 768 Pixeles,Intel,None,1.6 GHz,4 GB,"A bordo, LPDDR3-SDRAM",,4 GB,16 GB,emmc,,integrated_graphics,No disponible,DDR3 SDRAM,,Integrado,802.11ac,1,,No,Chrome OS,43.7 watt_hours,3, ,1.5 Kg,11-v010nr,21 de octubre de 2017
"
                
                    
                    
                

                
                    
                    
                        Dell I3467_i581TBW10s_219 NOTEBOOK_COMPUTER, 14"", Intel core_i5 3.1GHz, 8GB, 1000GB, Windows 10
                    
                

                
                    
                    
                
            ","$17,899.00",,5 calificaciones,Dell,4.6 de 5 estrellas,Dell,Inspiron,,9 millimeters,34.5 centimeter,14 inches,,Intel,Intel Core i5,3.1 GHz,8 GB,DDR4,DDR4 SDRAM,8 GB,1000 GB,,,,intel_hd,,,,802.11ac,,2,,Windows 10,40 watt_hours,4, ,2.7 Kg,I3467_i581TBW10s_219,1 de enero de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo COMLEN8360 Laptop IdeaPad L340 Intel Core I5-9300H, 8 GB, 15.6 Pulgadas, Windows 10 Home, 1 TB
                    
                

                
                    
                    
                
            ","$16,999.00"," $19,999.00",4 calificaciones,Lenovo,3.0 de 5 estrellas,Lenovo,COMLEN8360,Negro,25.5 centimeter,24 millimeters,15.6 inches,,Intel,Core i5 Family,2.4,1 TB,DRAM,DDR4 SDRAM,8 GB,1000 GB,Flash Memory Solid State,Serial ATA,NVIDIA GeForce GTX 1050,Integrated,DDR DRAM,,Integrado,802.11bgn,1,1,None,Windows 10 Home,5 watt_hours,3, ,3.2 Kg,Ideapad L340-15IRH,26 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        Samsung Chromebook 3, 11.6"", 4GB RAM, 16GB eMMC, Chromebook (XE500C13)
                    
                

                
                    
                    
                
            ",,,"1,387 calificaciones",Desconocido,4.3 de 5 estrellas,Desconocido,Under 12,"Negro, Metálico",18 millimeters,20.4 centimeter,11.6 inches,1366 x 768 Pixeles,Intel,Athlon Dual Core,1.6 GHz,4 GB,LPDDR3-SDRAM,DDR3 SDRAM,4 GB,16 GB,Flash Memory Solid State,,,No disponible,,,Integrado,802.11g,1,2,No,Chrome OS,33 watt_hours,2, ,1.4 Kg,XE500C13-K04US,12 de mayo de 2017
"
                
                    
                    
                

                
                    
                    
                        Acer Laptop Aspire 1 A115-31-C23T Celeron N4000 4GB 64GB eMMC 15 HD Wind10
                    
                

                
                    
                    
                
            ","$9,499.00",,17 calificaciones,Acer,3.9 de 5 estrellas,Acer,Aspire One,Negro,11.4 centimeter,36.3 centimeter,15.6 inches,1366 x 768,Intel,Celeron N,1.10 GHz,4 GB,DDR4,DDR4 SDRAM,,64 GB,,Serial ATA-600,Intel UHD Graphics 600,Integrated,DDR4 SDRAM,,Integrado,Bluetooth,1,,No Optical Drive,Windows 10,52 watt_hours,3, ,2.6 Kg,Aspire 1,1 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Chromebook C340 - computadora portátil 15,6 "", visualización FHD (1920 x 1080), procesador Intel Core i3-8130U, Memoria RAM DDR4 de 4 GB, SSD de 64 GB, gráficos Intel UHD 620
                    
                

                
                    
                    
                
            ","$14,019.90",,6 calificaciones,Lenovo,4.8 de 5 estrellas,Lenovo,Chromebook C340,Mineral Grey,19 millimeters,24.9 centimeter,15.6 inches,,Intel,Intel Core i3,2.2 GHz,4 GB,DDR4,DDR4 SDRAM,4 GB,,,Solid State,Intel UHD Graphics 620,Integrated,GDDR5,,Integrado,"801.11ac, Bluetooth",,,No Optical Drive,Chrome OS,56 watt_hours,4, ,2.8 Kg,81T90002UX,15 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Flex 14 2 en 1 portátil Convertible de 14 Pulgadas FHD (1920 x 1080) IPS Pantalla táctil, 81SS0006US, Negro, 14.0""
                    
                

                
                    
                    
                
            ","$20,490.00",,12 calificaciones,Lenovo,4.4 de 5 estrellas,Lenovo,Flex 14,Negro,18 millimeters,22.9 centimeter,14 inches,,AMD,,,8 GB,DDR4,DDR4 SDRAM,8 GB,,,Solid State,AMD Radeon Vega 3,Integrated,GDDR5,,Integrado,"801.11ac, Bluetooth",,,No Optical Drive,Windows 10,45 watt_hours,4, ,2.2 Kg,81SS0006US,26 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Asus C101PA-DB02 Tablet 10.1"", Wi-Fi, 500 GB, 4 GB RAM, Athlon Dual Core 1.6 GHz, DOS
                    
                

                
                    
                    
                
            ",,,431 calificaciones,Asus,4.0 de 5 estrellas,Asus,ASUS,Metal,15 millimeters,18.3 centimeter,10.1 inches,,AMD,Athlon Dual Core,1.6 GHz,4 GB,DDR3,,4 GB,500 GB,Flash Memory Solid State,Solid State,ARM Mali-T860 MP4,Dedicated,,,Integrado,802.11ac,1,2,None,DOS,38 watt_hours,2, ,1.4 Kg,C101PA-DB02,20 de noviembre de 2017
"
                
                    
                    
                

                
                    
                    
                        Laptop Asus ROG Strix Gaming 15,6'' RTX 2060,  512 GB 16GB RAM Windows 10 Home -Negro
                    
                

                
                    
                    
                
            ",,,356 calificaciones,Asus,4.0 de 5 estrellas,Asus,ROG HERO II GL504,,25 millimeters,26.2 centimeter,15.6 inches,,Intel,,,16 GB,DDR4,DDR4 SDRAM,32 GB,512 GB,,Solid State,NVIDIA GeForce RTX 2060,Dedicated,GDDR6,,PCI-E,"802.11a/b/g/n/ac, Bluetooth",,,No Optical Drive,Windows 10 Home,66 watt_hours,4, ,4.5 Kg,GL504GV-DS74,8 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        HP W6B87LT Portátil 14"" Notebook 240 G5, Intel Celeron N3060 1.6 GHz, 4 GB, 500 GB HDD, Windows 10 Home, Color Negro
                    
                

                
                    
                    
                
            ",,,4 calificaciones,HP,3.5 de 5 estrellas,HP,ProBook,Negro,24 millimeters,24.1 centimeter,14 inches,1366 x 768 Pixeles,Intel,Intel Celeron,2.4 GHz,4 GB,DDR3L SDRAM,DDR3 SDRAM,8 GB,500 GB,SATA,ATA,,No disponible,,,,802.11ag,2,1,None,Windows 10 Home,2 watt_hours,, ,2.4 Kg,W6B87LT,21 de septiembre de 2016
"
                
                    
                    
                

                
                    
                    
                        Acer Chromebook Spin 13 CP713-1WN-53NF 2 en 1 convertible, 8.ª generación Intel Core i5-8250U, visualización táctil de resolución 2K, 8 GB LPDDR3, 128 GB eMMC, teclado retroiluminado, chasis de aluminio, Solo Chromebook, Gris Acero, 34.2 cm
                    
                

                
                    
                    
                
            ","$21,850.48"," $24,049.00",145 calificaciones,Acer,4.2 de 5 estrellas,Acer,Acer Chromebook,Gris Acero,17 millimeters,31 centimeter,13.5 inches,,Intel,,,4 GB,,,8 GB,128 GB,,eSATA,8th Gen Intel (i5),Integrated,Shared,,Integrado,Bluetooth,,,None,Chrome OS,46 watt_hours,3, ,2.4 Kg,CP713-1WN-53NF,23 de octubre de 2018
"
                
                    
                    
                

                
                    
                    
                        Dell - Inspiron 15.6"" Touch-Screen Laptop - AMD Ryzen 5 - 8GB Memory - 1TB Hard Drive - Platinum Silver
                    
                

                
                    
                    
                
            ",,,26 calificaciones,Dell.,3.7 de 5 estrellas,Dell.,,,20 millimeters,25.9 centimeter,15.6 inches,,,Ryzen 5 2600H,,8 GB,,SDRAM,,1000 GB,,,,,,,,802.11ac,,,,,5 watt_hours,1, ,3 Kg,I5575-A214SLV-PUS,28 de julio de 2018
"
                
                    
                    
                

                
                    
                    
                        Asus VivoBook Core i7-9700K 3.6GHz 14"" Ultra Slim 200nits HD R420MA-DS06-BL 3.66GHz 14"" Ultra Slim 200nits HD R420MA-DS06-BL
                    
                

                
                    
                    
                
            ",,,8 calificaciones,Asus,2.2 de 5 estrellas,Asus,R420MA-DS06-BL,,26.9 centimeter,7.6 centimeter,14 inches,,Intel,,,4 GB,DDR4,,4 GB,64 GB,,eSATA,,Integrated,DDR4 SDRAM,,Integrado,802.11ac,,,None,Windows 10 Home,56 watt_hours,3, ,2 Kg,R420MA-DS06-BL,18 de junio de 2019
"
                
                    
                    
                

                
                    
                    
                        Dell I3585_R5825BW10s_120 Laptop con Pantalla de 15.6"", ( AMD 3.6 GHz, 8 GB RAM, 256 GB SSD, Windows 10), Color Negro
                    
                

                
                    
                    
                
            ",,,1 calificación,Dell,1.0 de 5 estrellas,Dell,Inspiron,Negro,10 millimeters,38 centimeter,15.6 inches,,AMD,None,3.6 GHz,8 GB,DDR4,DDR4 SDRAM,8 GB,,,,AMD Radeon RX Vega 8,,,,,802.11ac,,2,,Windows 10,42 watt_hours,3, ,2.8 Kg,I3585_R5825BW10s_120,18 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        LAPTOP GAMING DELL ALIENWARE M15 15.6"", GEFORCE RTX 2060,  CORE i7 8 Gen. RAM 16GB, 1TB DD + 128SSD PLATA (A15OR_i716112860W10s_120)
                    
                

                
                    
                    
                
            ","$54,799.00",,,Alienware,,Alienware,Alienware m15,,10 millimeters,36.3 centimeter,15.6 inches,,Intel,Intel Core i7,4.1 GHz,16 GB,,,16 GB,1000 GB,,,NVIDIA GeForce RTX 2060,,,,,802.11ac,,,,Windows 10,60 watt_hours,3, ,4.6 Kg,A15OR_i716112860W10s_120,25 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        ASUS Zenbook Flip E1108T. Intel Core i5 8th gen 8GB RAM. 256 SSD. Windows 10. 14"".Dorada
                    
                

                
                    
                    
                
            ","$24,999.00",,3 calificaciones,Asus,5.0 de 5 estrellas,Asus,Asus,Icicle Dorado,29.3 centimeter,9 centimeter,14 inches,,Intel,Intel Core i5-3330S,1.6 GHz,8 GB,,DDR SDRAM,8 GB,256 GB,,Serial ATA,,,,,,Bluetooth,,3,,Windows 10,57 watt_hours,3, ,2.8 Kg,UX461UA-E1108T,28 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        Alienware Laptop Gaming, Pantalla de 17.3"", Intel Core i9-9900K 5.0GHz, 32GB RAM, 1TB HDD + 264GB SSD, con Windows 10 (A17SR_i932125680W10s_120)
                    
                

                
                    
                    
                
            ","$99,998.99",,1 calificación,Alienware,5.0 de 5 estrellas,Alienware,Alienware Area 51m,,12 millimeters,40.3 centimeter,17.3 inches,,Intel,None,5 GHz,32 GB,DDR4,DDR4 SDRAM,32 GB,1000 GB,,,,,,,,802.11ac,,,,Windows 10,90 watt_hours,3, ,8.2 Kg,A17SR_i932125680W10s_120,25 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        Laptop Dell Inspiron 5480, Pantalla 14"", Procesador Core i5 8a. Gen, 8GB RAM, 256 SSD, WIN 10, Plata, I5480_I58252GSW10S_219
                    
                

                
                    
                    
                
            ","$21,099.01",,2 calificaciones,Dell,4.5 de 5 estrellas,Dell,Dell,Negro,36 centimeter,8 centimeter,14 inches,,Intel,Intel Core i5-3330S,1.6 GHz,8 GB,DDR4,DDR4 SDRAM,32 GB,,,,,,,,,Bluetooth,,3,,Windows 10,42 watt_hours,3, ,2.4 Kg,I5480_I58252GSW10S_219 F02M4,18 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        2019 Newest Lenovo IdeaPad 15.6"" HD High Performance Laptop PC |7th Gen AMD A9-9425 Dual-Core 3.10 GHz| 4GB RAM | 128GB SSD | 802.11ac | Bluetooth | DVD+/-RW | HDMI | Win 10
                    
                

                
                    
                    
                
            ",,,"1,161 calificaciones",Lenovo,4.0 de 5 estrellas,Lenovo,130-15AST,Negro,23 millimeters,25.4 centimeter,15.6 inches,,Intel,AMD A Series,3.10 GHz,4 GB,,DDR4 SDRAM,4 GB,128 GB,,Solid State,AMD Radeon R5,amd_radeon_r5,DDR3 SDRAM,2 MB,Integrado,802.11ac,,,No Optical Drive,Windows 10 Home,25 watt_hours,4, ,2.6 Kg,81H5002FUS,27 de marzo de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Thinkpad L480 Parent 3GHz E5420 Torre Puesto de Trabajo, 8GB|256GB PCIe SSD
                    
                

                
                    
                    
                
            ",,,269 calificaciones,Lenovo,4.0 de 5 estrellas,Lenovo,Lenovo 330-15AST,,25 millimeters,26 centimeter,14 inches,1366x768,AMD,,,8 GB,DDR4,DDR4 SDRAM,8 GB,256 GB,,Solid State,AMD Radeon R5 Graphic,Integrated,DDR3 SDRAM,,Integrado,"Bluetooth, 802.11ac",,,DVD-RW,Windows 10,48 watt_hours,3, ,2.7 Kg,Ideapad 330 15,21 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Microsoft New Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 128GB Solid State Drive (Latest Model) – Platinum with Alcantara
                    
                

                
                    
                    
                
            ",,,61 calificaciones,Microsoft,4.3 de 5 estrellas,Microsoft,Surface Laptop,Platinum,25.4 centimeter,5.1 centimeter,13.5 inches,,,Intel Core i5,,8 GB,,,,128 GB,,,,,,,Integrado,,,,,,49.4 watt_hours,6, ,2.3 Kg,VGY-00001,9 de octubre de 2019
"
                
                    
                    
                

                
                    
                    
                        Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, 10th Gen Intel Core i3-10110U, 4GB DDR4, 128GB PCIe NVMe SSD, Intel Wi-Fi 6 AX201 802.11ax, Backlit KB, Windows 10 in S Mode, A515-54-37U3
                    
                

                
                    
                    
                
            ","$16,950.00",,62 calificaciones,Acer,4.0 de 5 estrellas,Acer,A515-54-37U3,Silver,18 millimeters,25 centimeter,15.6 inches,,Intel,Intel Core i3,4.1 GHz,4 GB,DDR4,DDR4 SDRAM,20 GB,128 GB,,Solid State,Intel UHD Graphics 620,Integrated,Shared,,Integrado,802.11ax,1,,No Optical Drive,Windows 10,3220 milliamp_hours,4, ,2.6 Kg,A515-54-37U3,17 de diciembre de 2019
"
                
                    
                    
                

                
                    
                    
                        2020 HP 15.6"" Touchscreen Laptop Computer 10th Gen Intel Quard-Core i7 1065G7 up to 3.9GHz 8GB DDR4 RAM 512GB PCIe SSD 802.11ac WiFi Bluetooth 4.2 USB 3.1 Type-C HDMI Silver Win10
                    
                

                
                    
                    
                
            ",,,2 calificaciones,HP,5.0 de 5 estrellas,HP,Hp 15 Laptop,,18 millimeters,24.2 centimeter,15.6 inches,1366x768,Intel,Intel Core i7,1.30 GHz,8 GB,DDR4,DDR4 SDRAM,,512 GB,,Solid State,Intel Iris Plus Graphics,intel_iris,,,PCI-E,"802.11b/g, 802.11ac, 802.11bgn, 802.11b",,,,Windows 10,42 watt_hours,3, ,2.2 Kg,15-dy,13 de enero de 2020
"
                
                    
                    
                

                
                    
                    
                        11.6"" CB 11 G5 N3060 2G 16GB
                    
                

                
                    
                    
                
            ","$8,390.00",,62 calificaciones,HP,4.0 de 5 estrellas,HP,X9U01UT#ABA,Negro,18 millimeters,20.6 centimeter,11.6 inches,1366 x 768 pixels,Intel,8032,1.60 GHz,2 GB,LPDDR3 SDRAM,,4 GB,,Flash Memory Solid State,Solid State,Intel HD Graphics 400,Integrated,Shared,,Integrado,802.11abg,,,None,Chrome,43.7 watt_hours,2, ,1.8 Kg,"HP 11.6"" Chromebook 11",9 de agosto de 2016
"
                
                    
                    
                

                
                    
                    
                        Acer Spin 3 Convertible Laptop, 14"" Full HD IPS Touch, 8th Gen Intel Core I5-8265U, 8GB DDR4, 256GB PCIe Nvme SSD, Recargable Active Stylus, Windows 10 Home, SP314-53N-53SH
                    
                

                
                    
                    
                
            ","$19,590.66",,9 calificaciones,Acer,4.5 de 5 estrellas,Acer,SP314-53N-53SH,,20 millimeters,23.9 centimeter,14 inches,,Intel,Intel Core i5,3.9 GHz,8 GB,DDR4,,16 GB,256 GB,,Solid State,,Integrated,Shared,,Integrado,802.11ac,1,,None,Windows 10 Home,4515 milliamp_hours,3, ,2.4 Kg,SP314-53N-53SH,11 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        LAPTOP GAMING DELL ALIENWARE 15 15.6"", GEFORCE GTX 1060,  CORE i5 8 Gen. RAM 8GB, 1TB DD + 8GB SSD PLATA (A15CFL_i581T60W10s_119)
                    
                

                
                    
                    
                
            ","$50,479.15"," $53,358.67",1 calificación,Dell,5.0 de 5 estrellas,Dell,Alienware,,10 millimeters,38.9 centimeter,15.6 inches,,Intel,None,2.3 GHz,8 GB,DDR4,DDR4 SDRAM,32 GB,1024 GB,,,NVIDIA GeForce GTX 1060,nvidia_geforce_gtx_1060,,,,802.11ac,,3,,Windows 10,42 watt_hours,, ,5.9 Kg,A15CFL_i581T60W10s_119,11 de mayo de 2018
"
                
                    
                    
                

                
                    
                    
                        Acer SP314-51-3704 Notebook_Computer, Bluetooth+ Wi-Fi, 14inches, Intel Core_i3_8130u 2.2GHz, 4GB,, 1000GB, Windows 10,
                    
                

                
                    
                    
                
            ","$13,899.00",,,Acer,,Acer,Spin,,21 millimeters,33.5 centimeter,14 inches,,Intel,Core i3 8130U,2.2 GHz,4 GB,,,4 GB,1000 GB,,,,,,,Integrado,802.11ab,,2,,Windows 10,45 watt_hours,3, ,2.4 Kg,SP314-51-3704,16 de agosto de 2018
"
                
                    
                    
                

                
                    
                    
                        Laptop Microsoft Surface - Platino, Intel Core i7, 16GB RAM, 1TB
                    
                

                
                    
                    
                
            ",,,545 calificaciones,Microsoft,4.3 de 5 estrellas,Microsoft,Microsoft,Platinum,34 centimeter,25.3 centimeter,13.5 inches,,AMD,Athlon Dual Core,1.9 GHz,16 GB,DDR3,,4 GB,500 GB,,Solid State,,,,,Integrado,802.11g,,2,None,DOS,45 watt_hours,1, ,2.3 Kg,EUP-00001,8 de junio de 2018
"
                
                    
                    
                

                
                    
                    
                        Lenovo Legion Y7000 Gaming Laptop, 15.6"" FHD (1920 x 1080) IPS Anti-Glare Laptop (Intel Core i5-8300H Processor, 8 GB DDR4 2666 MHz, 1 TB HDD + 128 GB PCIe SSD, Windows 10 Home) 81LD0007US, Black
                    
                

                
                    
                    
                
            ","$26,930.47",,,Lenovo,,Lenovo,,black,26.7 centimeter,27 millimeters,15.6 inches,,Intel,,2.3 GHz,8 GB,,,8 GB,1000 GB,,Serial ATA,NVIDIA GeForce GTX 1050,,,,Integrado,,,,None,Windows 10 Home,52.5 watt_hours,1, ,4.1 Kg,81LD0007US,3 de febrero de 2019
"
                
                    
                    
                

                
                    
                    
                        SAMSUNG Chromebook 4 Chrome OS 11.6"" HD Intel Celeron Procesador N4000 4GB RAM 32GB eMMC Gigabit Wi-Fi - XE310XBA-K01US, Plateado, 15 Pulgadas
                    
                

                
                    
                    
                
            ",,,46 calificaciones,Samsung,4.6 de 5 estrellas,SAMSUNG,Chromebook 4+,Plateado,17 millimeters,24.5 centimeter,15.6 inches,,Intel,Celeron N3450,1.1 GHz,4 GB,,DDR4 SDRAM,4 GB,32 GB,,Ethernet,Intel Celeron Processor N4000,Integrated,Shared,,Integrado,801.11ac,,,No Optical Drive,Chrome OS,39 watt_hours,2, ,2.3 Kg,XE350XBA-K01US,27 de septiembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo IdeaPad C340-15IWL NOTEBOOK_COMPUTER,Bluetooth+ Wi-Fi,15.6inches,Intel core_i5 2.1GHz,4GB,DDR3,1000GB,Windows 10,Plata
                    
                

                
                    
                    
                
            ","$14,999.00"," $16,999.00",4 calificaciones,Lenovo,3.0 de 5 estrellas,Lenovo,ideaPad C340-15IWL,Plata,25 centimeter,20 millimeters,15.6 inches,,Intel,Intel Core i5,2.1 GHz,4 GB,DDR3,DDR4 SDRAM,16 GB,1000 GB,,,,,,,Integrado,802.11bgn,,2,None,Windows 10,5 watt_hours,3, ,2.8 Kg,IdeaPad C340-15IWL,26 de agosto de 2019
"
                
                    
                    
                

                
                    
                    
                        HP 14-df0023cl Portátil 35.6 cm (14"") 1920 x 1080 Pixeles 2.2 GHz 8ª generación de procesadores Intel® Core™ i3 i3-8130U - Ordenador portátil (8ª generación de procesadores Intel® Core™ i3, 2.2 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 4 GB, 128 GB)
                    
                

                
                    
                    
                
            ","$13,350.00",,23 calificaciones,HP,4.9 de 5 estrellas,HP,14-df0023cl,Plateado,20 millimeters,22.6 centimeter,14 inches,1920 x 1080 Pixeles,Intel,Intel Core i3,2.2 GHz,4 GB,DDR4-SDRAM,DDR SDRAM,,128 GB,,Solid State,Intel UHD Graphics 620,No disponible,,,,"802.11b, 802.11g",1,,No,Windows 10 Home,5 watt_hours,3, ,2 Kg,5JV97UA,28 de agosto de 2018
"
                
                    
                    
                

                
                    
                    
                        Acer Aspire 5 Slim Laptop, 15.6"" Full HD IPS Display, AMD Ryzen 7 3700U, RX Vega 10 Graphics, 8GB DDR4, 512GB SSD, Teclado retroiluminado, Windows 10 Home, A515-43-R6DE
                    
                

                
                    
                    
                
            ","$17,878.19",,15 calificaciones,Acer,4.0 de 5 estrellas,Acer,A515-43-R6DE,Plateado,18 millimeters,24.7 centimeter,15.6 inches,,AMD,AMD Ryzen 7,4 GHz,8 GB,DDR4,DDR4 SDRAM,16 GB,512 GB,,Solid State,AMD Radeon RX Vega 10,Integrated,Shared,,Integrado,802.11ac,2,,No Optical Drive,Windows 10 Home,3220 milliamp_hours,3, ,2.6 Kg,A515-43-R6DE,18 de noviembre de 2019
"
                
                    
                    
                

                
                    
                    
                        Lenovo Yoga Book 10.1"" Tablet (Intel Atom, 4GB RAM, 64GB SSD, Android), Gunmetal ZA0V0035US 10.1"" Tablet PC, Solo Tableta, Gunmetal Grey, Android OS
                    
                

                
                    
                    
                
            ","$12,683.50",,670 calificaciones,Lenovo,3.8 de 5 estrellas,Lenovo,Yoga Book,Gunmetal Grey,10 millimeters,17.1 centimeter,10.1 inches,,Intel,Intel Atom,2.4 GHz,4 GB,,DDR3 SDRAM,4 GB,64 GB,,,integrated_graphics,Integrated,,,,,1,,None,Android 6.0,102 watt_hours,1, ,1.5 Kg,ZA0V0035US,9 de marzo de 2017
"
                
                    
                    
                

                
                    
                    
                        Laptop Lenovo Modelo 310-14ISK Ideapad, Pantalla de 14"", Intel Core i3-6006U. 4 GB RAM, 1 TB Disco Duro, Color Plata
                    
                

                
                    
                    
                
            ","$11,499.00",,30 calificaciones,Lenovo,3.6 de 5 estrellas,Lenovo,IdeaPad 310,,47.7 centimeter,7.1 centimeter,14 inches,,Intel,Intel Core i3,2 GHz,4 GB,,,4 GB,1 TB,1024 GB Mechanical Hard Drive,,integrated_graphics,,,,,802.11ac,1,2,,Windows 10,45 watt_hours,, ,2.5 Kg,80SX002KUS,18 de julio de 2017
"
                
                    
                    
                

                
                    
                    
                        Huawei Matebook D 14"", Amd Ryzen, Windows 10, Ssd 512 Gb 8Gb Ram, Color Plateado (Mystic Silver)
                    
                

                
                    
                    
                
            ","$14,999.00"," $16,999.00",5 calificaciones,Huawei,4.5 de 5 estrellas,HUAWEI,"MateBook D 14""",Blanco,,,14 inches,,,,,8 GB,,,,,,,AMD Radeon RX Vega 8,,,,,,,,,Windows,,1, ,2.1 Kg,,31 de enero de 2020
"
                
                    
                    
                

                
                    
                    
                        HP 13-ag0002la Laptop 13.3"" FHD Táctil, AMD Ryzen 5 2500U 2.0GHz, 8GB RAM, 256 SSD, Gráficos AMD Radeon Vega, Windows 10
                    
                

                
                    
                    
                
            ","$19,999.00",,62 calificaciones,HP,4.4 de 5 estrellas,HP,13-ag0002la,Negro,15 millimeters,21.5 centimeter,13.3 inches,,AMD,None,3.2 GHz,8 GB,,,8 GB,,,,,,,,,802.11bgn,,3,,Windows 10,53.2 watt_hours,, ,2.4 Kg,13-ag0002la,1 de agosto de 2018
"
                
                    
                    
                

                
                    
                    
                        BIT W11046APB Core+ Windows 10 PC Desmontable, Cherry Trail CPU, 4GB RAM 64GB Almacenamiento, HD Touchscreen 11.6"", Negro, Plateado, 11-11.99 Inches
                    
                

                
                    
                    
                
            ","$5,954.70",,3 calificaciones,BIT,2.7 de 5 estrellas,BIT,W11046APS,Silver,17 millimeters,18.3 centimeter,11.6 inches,,Intel,Atom Z8300,1.44 GHz,4 GB,DDR3L,,4 GB,64 GB,,,Intel HD Graphics,Integrated,,,,Bluetooth,2,,None,Windows 10 Home,31.45 watt_hours,, ,2 Kg,W11046APS,3 de octubre de 2016
