,name,price_current,price_original,reviews_number,seller,score,brand,height_cm,width_cm,screen_size_in,proc_brand,proc_speed_ghz,ram,ram_type,ram_max,memory,os,battery_wh,battery_cells,weight_kg,since
247,"Lenovo IdeaPad 330 15.6"" HD Business Laptop, Intel Dual-Core i3-8130U Up to 3.4GHz (Beat i5-7200U), 8GB DDR4, 1TB HDD, 802.11ac, Bluetooth, HDMI, Windows 10",19894.5,20224.5,10,lenovo,3.8,lenovo,0.22,25.45,16,Intel,2.2,8,DDR4,16,1,Windows,7,3,2.6,2019-08-03
248,"Dell Inspiron 15.6"" FHD Laptop (7th Generation Intel Core i7, 16GB RAM, 1 TB HDD, AMD Radeon R7 M445 Graphics) (i5567-7292GRY)",19894.5,20224.5,83,dell,2.9,dell,0.23,39.0,16,Intel,3.5,16,SDRAM,16,1000,Windows,42,2,3.4,2016-10-28
249,"HP 17-bs011dx Negro Computadora portátil 43.9 cm (17.3"") 1600 x 900 Pixeles Intel® Core™ i5 de la séptima generación i5-7200U 8 GB DDR4-SDRAM 1000 GB Unidad de disco duro - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.50 GHz, 43.9 cm (17.3""), 1600 x 900 Pixeles, 8 GB, 1000 GB)",19894.5,20224.5,28,hp,4.0,hp,0.25,27.8,17,Intel,2.5,8,DDR4,16,1000,Windows,31,3,3.2,2017-07-19
250,"ASUS VivoBook Flip TP410UA-DB51T computadora portátil Gris Híbrido (2-en-1) 35.6 cm (14"") 1920 x 1080 Pixeles Pantalla táctil 2.50 GHz Intel® Core™ i5 de la séptima generación i5-7200U - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.50 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 6 GB, 1000 GB)",28650.0,28650.0,68,asus,3.5,asus,0.2,22.6,14,Intel,2.5,1,DDR4,12,1000,Windows,42,2,2.7,2017-09-30
251,"ASUS Chromebook Flip C213SA-YS02 11.6 inch Ruggedized & Spill Proof, Touchscreen, Intel Dual-Core Apollo Lake N3350 , 4GB DDR4 RAM, 32GB Flash Storage, USB Type-C, Supports Android Apps",19894.5,20224.5,324,asus,4.1,asus,0.2,30.7,12,Intel,1.1,4,DDR4,4,32,Chrome,46,4,2.0,2017-07-31
252,"HP Newest 14-Inch Chromebook HD SVA (1366 x 768) Display, Intel Dual Core Celeron N2840 2.16GHz, 4GB DD3L RAM, 16GB eMMc Hard Drive, Bluetooth, HDMI, Stereo Speakers, HD Webcam, Google Chrome OS",19894.5,20224.5,223,hp,4.0,hp,0.18,23.9,14,Intel,2.16,4,DDR3,16,16,Chrome,51,2,2.3,2017-10-05
253,"DELL Inspiron 15 7000 Series Gaming Edition 7567 15.6-inch Full HD de visualización portátil, – Intel Core i5 – 7300hq, 1 TB híbrido HDD, 8 GB de memoria, gráficos Nvidia GTX 1050 4 GB, Windows 10",19894.5,20224.5,186,pc,3.9,pc,0.25,38.6,16,Intel,3.5,8,DDR4,16,1,Windows,4,2,4.0,2017-06-18
254,"Acer Aspire 3 A315-51-51SL, 15.6"" HD Laptop (Intel Core i5-7200U 2.5GHz, 6GB DDR4 SDRAM, 1TB Disco Duro, Windows 10 64 bits)",19894.5,20224.5,28,acer,4.0,acer,0.22,38.2,16,Intel,2.5,6,DDR4,16,1,Windows,37,2,2.7,2017-12-02
255,"ASUS ZenBook 15 UX533FD Ultra Slim Laptop 15.6"" FHD 4-Way NanoEdge, Intel Core i7-8565U NVIDA GeForce GTX 1050 Max Q Design Best Notebook Pen Light Windows Hello Silver (1TB SSD|16GB Ram|Win 10 Pro)",19894.5,20224.5,10,asus,4.3,asus,0.22,25.45,16,Intel,4.0,16,SODIMM,16,1,Windows,73,4,3.0,2019-04-25
256,HP - Ordenador portátil,19894.5,20224.5,14,hp,4.1,hp,0.18,22.6,14,AMD,2.2,4,DDR4,4,64,Windows,41,3,1.9,2019-06-14
257,"2016 Newest Dell Inspiron 7000 13.3"" FHD (1920 x 1080) Touchscreen 2 in 1 convertible Laptop, Intel Core i7-6500U, 8GB, 256GB SSD, HDMI, Backlit Keyboard, Stylus, Bluetooth, No DVD, Windows 10- silver",19894.5,20224.5,55,dell,3.5,dell,0.19,22.2,13,Intel,2.5,8,DDR3,16,256,Windows,40,3,2.4,2016-10-18
258,"HP G5 11,6 Pulgadas HD Chromebook Intel Celeron N3060 (1,60 GHz), 4GB | SSD de 16GB, Negro, 11-11.99 Inches",8799.0,9403.0,161,hp,4.2,hp,0.22,25.4,12,Intel,1.6,4,DDR4,4,16,Chrome,43,3,1.7,2016-08-09
259,"Lenovo Yoga 730 2-in-1 13.3"" FHD TouchScreen Laptop, Intel Core i5-8265U 1.6GHz up to 3.9GHz, 8GB DDR4, 256GB PCIe SSD, Webcam, Bluetooth, Fingerprint Reader, Thunderbolt, Backlit Keyboard, Windows 10",19894.5,20224.5,26,lenovo,4.4,lenovo,0.14,21.6,13,Intel,1.6,8,DDR4,8,256,Windows,4,2,2.0,2019-07-20
260,"Asus VivoBook Pro Thin & Light Laptop, 17"" Full HD , Intel i7-8550U Processor, 16GB RAM, 256GB SSD + 1TB HDD, NVIDIA Gaming GeForce GTX 1050,Backlit Keyboard, Windows 10, Star Gray, N705UD-EH76",19894.5,20224.5,198,asus,3.9,asus,0.2,26.9,17,Intel,1.8,16,DDR4,16,1000,Windows,42,3,3.8,2017-11-21
261,"Laptop Dell Inspiron 15.6"", Intel Core i3,  8GB RAM 1TB HDD, Intel HD Graphics 62 Windows 10",20350.0,20350.0,167,dell,3.3,dell,0.22,25.45,16,Intel,2.3,8,DDR4,16,1,Windows,5,2,3.0,2018-01-22
262,"Dell Inspiron 15.6"" FHD Touchscreen Laptop Computer 10th Gen Intel Quad-Core i5 1035G1 up to 3.6GHz 12GB DDR4 RAM 512GB PCIE SSD 802.11ac WiFi Bluetooth 4.2 USB 3.1 HDMI Windows 10 Home Black",19894.5,20224.5,5,dell,3.2,dell,0.23,25.8,16,Intel,1.0,12,DDR4,16,512,Windows,32,2,2.8,2019-10-11
263,"HP 2019 Flagship Envy x360 15.6""  Full HD IPS 2-in-1 Touchscreen Business Laptop/Tablet, Intel Quad-Core i7-8550U up to 4GHz 8GB DDR4 256GB SSD Bluetooth 4.2 802.11ac Backlit Keyboard Win 10",19894.5,20224.5,1,hp,5.0,hp,0.2,36.0,16,Intel,2.3,8,DDR,16,256,Windows,56,3,3.1,2019-08-03
264,"Microsoft Surface Pro - Tablet (31.2 cm (12.3""), 2736 x 1824 Pixeles, 256 GB, 8 GB, Windows 10 Pro, Negro, Plata)",32297.86,32297.86,3,microsoft,4.6,microsoft,0.22,25.45,12,Intel,2.6,8,SDRAM,16,256,Windows,36,2,2.3,2017-05-25
265,"Dell Inspiron 15 Touch Laptop: Core i7-6500U, 8GB RAM, 1TB HDD, 15.6"" Full HD Touchscreen Display, RealSense 3D camera (Microsoft Signature Edition)(Versión EE.UU., importado)",19894.5,20224.5,27,dell,3.3,dell,0.25,25.45,16,Intel,2.3,8,DDR3,16,256,Windows,6,2,3.4,2016-11-30
266,"Microsoft Surface Book (512 GB, 16 GB de RAM, Intel Core i7, NVIDIA GeForce Graphics)",19894.5,20224.5,798,microsoft,3.6,microsoft,0.49,41.8,14,Intel,2.6,16,DDR3,16,512,Windows,37,2,2.2,2016-01-09
267,"Razer Blade (GeForce GTX 1060) 14"" HD Gaming Laptop (7th Gen Intel Core i7, 16GB RAM, 512GB SSD) - VR Ready",19894.5,20224.5,209,razer,3.3,razer,0.18,34.5,14,Intel,2.8,16,DIMM,16,512,Windows,80,4,3.6,2017-03-09
268,"ASUS VivoBook S15 S510UN-EH76 computadora portátil Oro 39.6 cm (15.6"") 1920 x 1080 Pixeles 1.80 GHz 8ª generación de procesadores Intel® Core™ i7 i7-8550U - Ordenador portátil (8ª generación de procesadores Intel® Core™ i7, 1.80 GHz, 39.6 cm (15.6""), 1920 x 1080 Pixeles, 8 GB, 1256 GB)",19894.5,20224.5,173,asus,3.9,asus,0.18,24.4,16,Intel,1.8,8,GDDR5,16,1256,Windows,42,3,2.5,2018-04-24
269,"Dell Inspiron 15.6"" FHD LED-Backlit Touchscreen Laptop, Intel Core i3-8145U up to 3.90GHz, 8GB DDR4, 512GB PCIe NVMe SSD, Wireless-AC, Bluetooth, Webcam, MaxxAudio, HDMI, Windows 10",20099.0,20099.0,3,dell,4.0,dell,0.2,25.8,16,Intel,2.1,8,DDR4,0,512,Windows,60,4,2.8,2019-11-26
270,"Lenovo 80XS00DJUS Portátil 15.6"", AMD None 2.7GHz, 8GB, Disco Duro 1TB, Windows 10",19894.5,20224.5,703,lenovo,3.6,lenovo,0.1,25.9,16,AMD,2.7,8,DDR3,16,1,Windows,14,1,2.8,2017-07-29
271,"2019 ASUS Chromebook 15.6 FHD 1080P visualización táctil con procesador Intel Quad Core Pentium N4200, 4 GB de RAM, 32 GB eMMc SSD de almacenamiento, cámara web, WiFi 802.11AC, Bluetooth, USB 3.1 tipo C, cromo OS-Silver, Plateado, 14",19894.5,20224.5,84,asus,3.9,asus,0.15,24.9,14,Intel,1.1,4,DDR4,16,32,Chrome,45,3,2.3,2019-06-06
272,"Acer Predator Helios 300 Gaming Laptop PC, 17.3"" Full HD 144Hz 3ms IPS Display, Intel i7-9750H, GeForce RTX 2070 MAX-Q, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Backlit Keyboard, PH317-53-79KB",19894.5,20224.5,12,acer,4.5,acer,0.25,28.0,17,Intel,4.5,16,DDR4,32,512,Windows,45,4,4.9,2019-09-17
273,"Lenovo 2019 14"" HD Laptop Computer, Intel Celeron N3350 up to 2.4GHz Processor, 2GB RAM, 32GB eMMC Flash Memory, HDMI, 802.11AC WiFi, Bluetooth 4.0, USB 3.0, 1-Year Microsoft Office 365, Windows 10",19894.5,20224.5,127,lenovo,3.2,lenovo,0.18,23.6,14,Intel,1.1,2,DDR3,16,32,Windows,21,2,2.0,2019-03-24
274,"Laptop HP Pavilion Intel Core I5 1TB 6GB RAM 17.3"" Windows 10 P1A76UA",19894.5,20224.5,40,hp,3.3,hp,0.27,28.7,17,Intel,2.7,16,DDR3,6,1,Windows,41,4,3.5,2015-11-02
275,"Alienware AAW17R4-7002SLV-PUS 17"" Laptop (7th Generation Intel Core i7, 8GB RAM, 1TB HDD, Silver) with NVIDIA GTX 1060",19894.5,20224.5,17,alienware,3.6,alienware,0.3,42.4,17,Intel,3.8,8,DDR4,32,1000,Windows,68,2,6.8,2017-09-14
276,"MSI GT83 TITAN-014 Full HD EXTREME Gaming Laptop i7-8850H (6 núcleos) GTX 1080 [SLI] 16G, 32GB 512GB SSD + 1TB HDD, 18.4""",19894.5,20224.5,1,msi,5.0,msi,0.22,33.9,18,Intel,4.0,32,DDR4,64,1000,Windows,75,3,2.6,2018-04-13
277,"Lenovo ThinkPad X395 Laptop, 13.3"" FHD (1920x1080) Touchscreen, AMD Ryzen 5 Pro 3500U, 8GB RAM, 256GB SSD 2242, Windows 10 Pro",19894.5,20224.5,28,lenovo,4.0,lenovo,0.22,38.1,13,AMD,2.1,8,DDR,16,256,Windows,48,6,2.2,2020-01-12
278,"2019 Lenovo Legion Y540 15.6"" FHD Gaming Laptop Computer, 9th Gen Intel Hexa-Core i7-9750H Up to 4.5GHz, 8GB DDR4 RAM, 1TB HDD + 512GB PCIE SSD, GeForce GTX 1650 4GB, 802.11ac WiFi, Windows 10 Home",19894.5,20224.5,6,lenovo,3.9,lenovo,0.26,26.0,16,Intel,2.6,8,DDR4,16,512,Windows,57,3,4.2,2019-08-15
279,"CUK ThinkPad E580 Notebook (Intel Core i5-7200U, 12GB RAM, 128GB SSD + 1TB HDD, 15.6"" HD Display, Windows 10 Pro) Professional Business Laptop Computer",19894.5,20224.5,15,computer upgrade king,4.2,computer upgrade king,0.2,25.2,16,Intel,1.6,12,DDR4,16,500,Windows,45,3,2.7,2017-07-21
280,"HP 15-f272wm Rojo Computadora portátil 39.6 cm (15.6"") 1366 x 768 Pixeles Intel® Pentium® N3540 4 GB DDR3L-SDRAM 500 GB Unidad de disco duro - Ordenador portátil (Intel® Pentium®, 2.16 GHz, 39.6 cm (15.6""), 1366 x 768 Pixeles, 4 GB, 500 GB)",19894.5,20224.5,56,hp,4.1,hp,0.23,25.8,16,Intel,2.16,4,DDR3,4,500,Windows,33,6,3.0,2016-05-16
281,"Dell XPS 2-in-1 Ultrabook Laptop Computer - 11.6"" Quad HD Touch-Screen - Intel Core i5 - 4GB Memory - 128GB Solid State Drive - Carbon Fiber, Model XPS119091CFB",19894.5,20224.5,54,dell,3.2,dell,0.22,30.5,12,Intel,1.5,4,DDR3,16,128,Windows,40,6,2.4,2014-02-05
282,"SAMSUNG Notebook 9 Pen NP930QAA-K01US 2 en 1 portátil (Windows 10 Home, Intel Core i7, Pantalla LCD de 13.3"", Almacenamiento: 256 GB, RAM: 8 GB) Titan Claro",19894.5,20224.5,41,samsung,4.3,samsung,0.22,25.45,13,Intel,1.8,8,DDR,8,256,Windows,39,2,1.8,2018-05-21
283,"HUAWEI Watt-W09B MateBook X 8+256 / Intel Core i5, Color Gris, Gris (Space Gray), Gris (Space Grey), 13-13.99 Inches",19894.5,20224.5,137,huawei,4.0,huawei,0.22,25.45,13,Intel,2.5,8,DDR4,16,256,Windows,40,2,2.0,2017-11-29
284,"Dell 2018 2-in-1 13.3"" FHD Touchscreen High Performance Business Laptop, AMD Ryzen 7 2700U 2.2GHz, AMD Radeon RX Vega 10, 12GB DDR4, 256GB SSD, Webcam, Backlit Keyboard, HDMI, Windows 10, Era Gray",19894.5,20224.5,73,dell,3.7,dell,0.18,32.3,13,AMD,2.2,12,DDR4,16,256,Windows,38,3,2.3,2018-08-14
285,"Desconocido Samsung Chromebook de 11,6"" con Intel N3060 hasta 2,48 GHz, 4 GB de Memoria, 16 GB de Memoria Flash eMMC, Bluetooth 4.0, USB 3.0, HDMI, cámara Web, Sistema operativo Cromado",19894.5,20224.5,469,desconocido,4.2,desconocido,0.18,20.4,12,Intel,1.6,4,DDR4,20,16,Chrome,2,2,1.7,2017-07-15
286,"ASUS TUF Gaming FX505GT - 15.6"" FHD - i5-9300H - NVIDIA GTX 1650-8GB - 512GB SSD - Black",19894.5,20224.5,64,asus,4.5,asus,0.28,26.2,16,Intel,2.3,8,DDR4,16,256,Windows,15,1,3.3,2019-11-11
287,"HP 15.6"" diagonal HD SVA BrightView WLED-backlit touch Laptop, AMD Dual-Core A9-9420 APU (3 GHz, 1 MB cache) + AMD Radeon R5 Graphics, 8GB RAM, 1TB HD, Silk gold",19894.5,20224.5,1,hp,1.0,hp,0.22,25.45,16,AMD,3.0,8,GDDR4,16,1,Windows,62,4,2.6,2018-03-08
288,"Asus Gaming Laptop, 17.3” Full HD Wideview Display, Intel Core i7-7700HQ Processor, NVIDIA GTX 1050 Ti 4GB, 8GB DDR4 RAM, 1TB HDD, Backlit Keyboard, USB 3.1 Type C, Windows 10 Home, FX73VE-WH71",19894.5,20224.5,79,asus,3.6,asus,0.33,27.2,17,Intel,2.8,8,DDR4,32,1,Windows,48,4,4.6,2017-10-28
289,"Acer Aspire 1, 14 ""Full HD, Intel Celeron N3450, 4GB de RAM, 32GB de almacenamiento, Windows 10 Home, A114-31-C4HH",19894.5,20224.5,683,acer,3.4,acer,0.18,24.5,14,Intel,1.1,4,DDR4,4,32,Windows,48,4,2.3,2017-08-07
290,"computadora portátil para gaming Dell G3 2019 | visualización FHD de 15,6"" | 9ª generación Intel Quad-Core i5-9300H hasta 4,1GHz| 8GB DDR4| 512GB PCIE SSD| GeForce GTX 1660 Ti 6GB| USB 3.0| HDMI| Windows 10",19894.5,20224.5,14,dell,4.2,dell,0.22,25.4,16,Intel,2.4,8,DDR4,16,512,Windows,51,3,3.7,2019-08-03
291,"DELL Latitude 7480 Negro Portátil 35.6 cm (14"") 1920 x 1080 Pixeles 2.60 GHz Intel® Core™ i5 de la séptima generación i5-7300U - Ordenador portátil (Intel® Core™ i5 de la séptima generación, 2.60 GHz, 35.6 cm (14""), 1920 x 1080 Pixeles, 8 GB, 256 GB)",15999.0,31188.0,5,dell,2.2,dell,0.22,29.2,14,Intel,2.6,8,DDR4,32,256,Windows,60,4,2.5,2017-05-26
292,"ASUS ROG 15.6"" Gaming Laptop with the Ryzen 7 3750H Quad-Core up to 4.0GHz Processor, 16GB DDR4, 512GB PCIE SSD, and GeForce GTX 1660 Ti 6GB Graphics",19894.5,20224.5,2,asus,1.0,asus,0.2,25.1,16,AMD,2.3,16,DDR4,16,512,Windows,76,4,2.1,2019-07-22
293,"Asus Vivobook Flip 14 Thin & Light 2 en 1, portátil táctil delgado y ligero, procesador FHD Intel Core i7-8565U, 8 GB de RAM, 512 GB PCIe Nvme SSD, Windows 10 Home, lector de huellas dactilares, TP412FA-DB72T, color gris",19894.5,20224.5,8,asus,4.3,asus,0.18,22.6,14,Intel,4.6,8,DDR4,12,512,Windows,42,3,2.1,2019-07-20
294,"RCA Viking Pro Flagship Black Edition 10.1 Touchscreen 2 In 1 Tablet Laptop, Detachable Keyboard, Free Office Moblie APP, Quad-Core Processor,32G storage, IPS Display, Android 5.0 Lollipop",19894.5,20224.5,68,rca,3.7,rca,0.1,25.45,10,Intel,2.3,1,DDR,16,32,Windows,4,2,1.3,2016-10-28
295,"Acer A315-51-31GK Touchpad NX.GNPAA.001 Intel Core i3-7100U 2.40GHz, 15.6"" 15.6"" procesador",19894.5,20224.5,9,acer,3.2,acer,0.23,25.9,16,Intel,2.4,4,SODIMM,16,1024,Windows,45,2,2.6,2017-09-18
296,"Asus F555LA-AB31 15.6-Inch Laptop (2.1 GHz Core i3-5010U Processor,4 GB RAM,500 GB Hard Drive, Windows 10), Black",19894.5,20224.5,2292,asus,3.7,asus,0.25,38.1,16,Intel,2.1,4,DDR3,8,500,Windows,37,2,3.0,2015-08-01
297,"MSI GP63 Leopard 8RE-077US Laptop Gaming Notebook, i7-8750H, GTX 1060 6GB, 16GB RAM, 256GB SSD + 1TB HDD, 15.6″, Windows 10",19894.5,20224.5,24,msi,4.1,msi,0.16,36.9,16,Intel,4.1,16,DDR4,16,256,Windows,51,6,4.2,2018-08-28
298,"ASUS ZenBook 14 Ultra delgado y ligero portátil, 4 vías NanoEdge 14 pulgadas FHD, Intel Core i7-8565U, 8 GB de RAM, 512 GB Nvme PCIe SSD, Numerpad, Wi-Fi 5, Windows 10, Plata Azul, UX431FA-ES74",28290.0,28290.0,161,asus,4.1,asus,0.15,21.1,14,Intel,4.6,8,DDR3,8,512,Windows,47,2,2.2,2019-02-27
299,"HP Stream 14-ax020wm Púrpura Computadora portátil 35.6 cm (14"") 1366 x 768 Pixeles Intel® Celeron® N3060 4 GB DDR3L-SDRAM 32 GB Flash - Ordenador portátil (Intel® Celeron®, 1.6 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 4 GB, 32 GB)",19894.5,20224.5,50,hp,3.7,hp,0.22,45.0,14,Intel,1.6,6,DDR3,16,32,Windows,48,6,2.1,2017-06-15
300,"Lenovo ideapad 320,15.6"" 4GB RAM, 1000GB Disco Duro Híbrido, Intel HD Graphics 500, Windows 10 Home, teclado en inglés.",19894.5,20224.5,190,lenovo,3.2,lenovo,0.25,25.9,16,Intel,1.1,4,DDR3,8,1000,Windows,4,2,2.6,2017-12-07
301,"Dell G7 Series 7588 15.6"" Full HD Gaming Laptop - 8th Gen. Intel Core i7-8750H Processor up to 4.10 GHz, 16GB RAM, 128GB SSD + 1TB HDD, 6GB Nvidia GeForce GTX 1060 with Max-Q Design, Windows 10",19894.5,20224.5,2,dell,2.9,dell,0.25,38.9,16,Intel,2.2,16,SODIMM,16,1128,Windows,55,4,4.2,2018-07-05
302,"ASUS VivoBook E402MA-EH01-BL computadora portátil Azul 35.6 cm (14"") 1366 x 768 Pixeles 2.16 GHz Intel® Celeron® N2840 - Ordenador portátil (Intel® Celeron®, 2.16 GHz, 35.6 cm (14""), 1366 x 768 Pixeles, 2 GB, 32 GB)",8990.0,8990.0,127,asus,3.7,asus,0.23,33.8,14,Intel,2.16,2,DDR3,2,32,Windows,32,4,2.1,2015-10-26
303,"2017 Lenovo N23 11.6-inch Touchscreen 2-in-1 Business Laptop, Intel Celeron N3060, 4GB Memory, 32GB eMMC, Windows 10 Professional",7774.08,7774.08,22,lenovo,2.5,lenovo,0.23,21.3,12,Intel,1.6,4,DDR3,16,32,Windows,45,3,2.0,2017-11-24
304,"HP X360 ProBook G1 11.6-Inch Touchscreen 2-in-1 Convertible Laptop PC (Intel Dual Core N3350 1.1GHz, 4GB RAM, 128GB SSD, HDMI, Bluetooth, Webcam, WiFi, Windows 10 Professional) Black",19894.5,20224.5,7,hp,4.1,hp,0.22,25.4,12,Intel,1.1,4,DDR3,16,128,Windows,6,2,2.1,2018-03-08
305,GPD Pocket 2 [2019 HW Update-CPU Intel m3-8100Y] 7 Inches Touch Screen Mini Laptop UMPC Tablet PC Windows 10 System lntel HD Graphics 615 8GB RAM/128G Storage,15699.99,15699.99,57,lanruo,4.1,lanruo,0.4,25.45,7,Intel,1.1,8,DDR3,16,128,Windows,7,3,1.0,2018-09-08
306,"2018 Newest Premium HP 17.3"" Full HD IPS Gaming Laptop, Intel Dual-Core i7-7500U up to 3.5GHz, 16GB DDR4, 1TB HDD, 4GB AMD Radeon 530, Backlit Keyboard, DVD Burner, 802.11ac, HDMI, Bluetooth, Win 10",19894.5,20224.5,19,hp,3.9,hp,0.25,27.8,17,Intel,2.7,16,DDR,16,1,Windows,35,2,3.4,2017-12-06
307,"Asus TUF Gaming Laptop FX504, 15.6"", i5-8300H | GTX 1050 | 256GB SSD, 15""-1599 Inches",19894.5,20224.5,65,asus,4.2,asus,0.25,26.2,16,Intel,2.3,8,DDR4,32,256,Windows,48,3,2.8,2018-12-18
308,"Asus, Azul Oscuro, 14-14.99 Inches",10090.0,10090.0,66,asus,2.6,asus,0.22,23.6,14,AMD,1.5,4,DDR3,4,64,Windows,32,2,2.2,2019-07-27
309,"Dell Inspiron 15 Laptop Computer 15.6"" FHD Touchscreen 10th Gen Intel Quad-Core i5 1035G1 up to 3.6GHz 12GB DDR4 RAM 512GB PCIE SSD 802.11ac WiFi Bluetooth 4.2 USB 3.1 HDMI Blue Windows 10 Home",19894.5,20224.5,1,dell,5.0,dell,0.23,25.8,16,Intel,1.0,12,DDR4,16,512,Windows,42,3,2.8,2019-10-09
310,"Dell 2018 Newest Inspiron 3000 11.6Ó 2-in-1 Touchscreen Laptop/Tablet PC, 7th Gen AMD A6-9220e 2.5GHz Processor, 4GB 2400MHz DDR4, 32GB SSD, Bluetooth, WiFi, MaxxAudio, Windows 10-Red",9699.0,9699.0,33,dell,2.7,dell,0.2,20.2,12,Intel,2.4,4,DDR4,32,32,Windows,32,4,2.5,2018-05-16
311,"ASUS ROG Strix Hero III Gaming laptop 17.3"" 144Hz Full HD NVIDIA GeForce RTX 2070 Intel Core i7-9750H 16GB DDR4 512GB SSD Windows 10 teclado en inglés",19894.5,20224.5,106,asus,4.3,asus,0.26,29.3,17,Intel,2.3,16,DDR4,32,512,Windows,66,4,5.0,2019-05-29
312,Apple MQD32E/A MacBook Air Plata 13.3 inches 1.8 GHz 8 GB 128 GB,19894.5,20224.5,14,apple,4.6,apple,0.1,25.45,13,All winner,2.3,8,DDR3,128,128,macOS 10.12 Sierra,6,2,2.9,2017-06-20
313,"Asus Laptop, Núcleo i5 Quad Core, 15-15.99 Inches",21199.0,21199.0,55,asus,3.8,asus,0.22,25.45,16,AMD,3.4,8,DDR4,16,1,Windows,37,2,3.2,2018-09-18
314,"computadora portátil Dell Inspiron 15 5000: Core i7-8550U, SSD de 128 GB + disco duro de 1 TB, 8 GB de RAM, visualización Full HD de 15,6 pulgadas, teclado retroiluminado, Windows 10, Plateado, i7-8550U / 128 GB Solid State Driv",19894.5,20224.5,111,dell,4.1,dell,0.2,25.9,16,Intel,1.8,8,DDR4,3,1,Windows,42,3,3.1,2018-02-05
315,"Lenovo Flex 14 2 en 1 FHD visualización táctil portátil, procesador Intel i5-8265U, 8 GB DDR4 RAM, 512 GB SSD, HDMI, lector de huellas digitales, USB 3.1 tipo C, lector de tarjetas multimedia, teclado retroiluminado, Dolby Audio, Win10",19894.5,20224.5,13,lenovo,4.2,lenovo,0.22,25.45,14,Intel,1.6,8,DDR4,16,512,Windows,5,3,2.3,2019-11-13
316,"Razer Blade 15 Gaming Laptop 2019: Core i7 - 9750H 6 Core - RTX 2060 - 15.6"" FHD 1080P 144Hz - 16GB RAM - 512GB SSD - CNC Aluminum - Chroma RGB Lighting - Thunderbolt 3 Compatible - Quartz Pink",19894.5,20224.5,17,razer,4.2,razer,0.22,25.45,16,Intel,2.6,16,DDR4,64,256,Windows,65,4,4.1,2019-11-20
317,"Dell 2018 Flagship Inspiron Laptop, FHD IPS 15.6"" Touchscreen, Intel Quad-Core i5-8250U (Beat i7-7500U), 8GB DDR4, 1TB HDD, DVDRW, Backlit Keyboard, WiFi, Bluetooth, Webcam, Windows 10",19894.5,20224.5,59,dell,3.6,dell,0.22,25.45,16,Intel,1.6,8,DDR3,16,1,Windows,4,6,3.2,2017-12-13
318,"Lenovo Laptop FHD de 14"" - Procesador AMD A6-9220C Dual-Core, 4GB RAM, 64GB eMMC, Windows 10 Pro, Negro - 14W (81MQ000JUS)",8799.0,8799.0,30,lenovo,3.7,lenovo,0.22,35.3,14,AMD,1.8,4,DDR4,4,64,Windows,57,3,2.4,2019-04-03
319,"ASUS 15.6"" FHD Gaming Laptop Core i5-9300H, 8GB RAM, 512GB SSD, GTX 1650 4GB, Quad-Core up to 4.10 GHz, Backlight Keyboard, RJ-45 LAN, USB 3.0, 1920x1080 Widescreen LED, Win 10",19894.5,20224.5,3,asus,5.0,asus,0.28,26.2,16,Intel,2.4,8,DDR4,16,512,Windows,48,3,3.3,2019-11-27
320,"HP Omen 2019 17 Pulgadas Gaming Laptop Intel i7-9750H, NVIDIA GeForce RTX 2060 (6 GB), 16 GB de RAM, 512 GB de Unidad de Estado sólido, VR Ready, Windows 10 Home (17-cb0070nr, Shadow Black)",19894.5,20224.5,24,hp,4.0,hp,0.28,27.9,17,Intel,2.3,16,DDR4,16,256,Windows,70,4,4.6,2019-07-26
321,"Acer Predator Helios 300 Gaming Laptop, Intel Core i5-9300H, GeForce GTX 1660 Ti, 15.6"" Full HD 120Hz Display, 3ms Response Time, 8GB DDR4, 512GB PCIe NVMe SSD, Backlit Keyboard, PH315-52-588F",19894.5,20224.5,20,acer,4.4,acer,0.23,25.4,16,Intel,4.1,8,DDR4,32,512,Windows,45,3,3.5,2019-11-07
322,"Lenovo Thinkpad T470s 14 Inch FHD (1920x1080) IPS Backlit LED Business Laptop (Intel Dual-Core i5-6300U, 8GB DDR4 RAM, 256GB SSD, HD 520) Thunderbolt 3, HDMI, RJ-45, Type-C, Windows 10 Professional",19999.95,19999.95,3,lenovo,5.0,lenovo,0.2,33.7,14,Intel,2.4,8,DDR4,64,256,Windows,4,3,2.2,2019-07-03
323,"HP Pavilion 15-cs0051wm Oro, Plata Computadora portátil 39.6 cm (15.6"") 1366 x 768 Pixeles Pantalla táctil 8ª generación de procesadores Intel® Core™ i5 i5-8250U 8 GB DDR4-SDRAM 1000 GB Unidad de disco duro - Ordenador portátil (8ª generación de procesadores Intel® Core™ i5, 1.60 GHz, 39.6 cm (15.6""), 1366 x 768 Pixeles, 8 GB, 1000 GB)",19894.5,20224.5,11,hp,4.1,hp,0.18,24.2,16,Intel,1.6,8,DDR4,16,1000,Windows,33,4,2.5,2018-06-17
